ImageFile,targ_side,correctAnswer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text.started,text.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/exp1a_trial_36_colour1_distractors31_r.png,r,2,0,60,60,36,,,,,,,88.56057719979435,None,2,1,0.535585300065577,88.56057719979435,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_72_colour2_distractors19_r.png,r,2,0,61,61,72,,,,,,,89.1757660000585,None,2,1,0.559699899982661,89.1757660000585,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_80_colour1_distractors4_l.png,l,1,0,62,62,80,,,,,,,89.81280149985105,None,2,0,0.49052400002256036,89.81280149985105,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_57_colour3_distractors1_l.png,l,1,0,63,63,57,,,,,,,90.3839639001526,None,1,1,0.8639405001886189,90.3839639001526,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_27_colour3_distractors9_l.png,l,1,0,64,64,27,,,,,,,91.31335840001702,None,1,1,0.4381555998697877,91.31335840001702,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_91_colour3_distractors9_l.png,l,1,0,65,65,91,,,,,,,91.83872279990464,None,1,1,0.6256640995852649,91.83872279990464,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,0,66,66,5,,,,,,,92.55490869982168,None,2,1,0.6364233996719122,92.55490869982168,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_88_colour2_distractors31_l.png,l,1,0,67,67,88,,,,,,,93.26760239992291,None,1,1,1.0517035997472703,93.26760239992291,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_24_colour2_distractors31_l.png,l,1,0,68,68,24,,,,,,,94.40596120012924,None,1,1,0.6586167002096772,94.40596120012924,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,0,69,69,7,,,,,,,95.1360280001536,None,2,1,0.6807853998616338,95.1360280001536,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_77_colour3_distractors19_r.png,r,2,0,70,70,77,,,,,,,95.88014530017972,None,2,1,0.8956556003540754,95.88014530017972,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_52_colour2_distractors1_l.png,l,1,0,71,71,52,,,,,,,96.88113059988245,None,1,1,0.6463264999911189,96.88113059988245,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_93_colour3_distractors31_l.png,l,1,0,72,72,93,,,,,,,97.59823630005121,None,1,1,0.889744299929589,97.59823630005121,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_37_colour2_distractors1_r.png,r,2,0,73,73,37,,,,,,,98.5506763998419,None,2,1,0.6089046997949481,98.5506763998419,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_28_colour3_distractors19_l.png,l,1,0,74,74,28,,,,,,,99.24638450006023,None,1,1,0.64908940019086,99.24638450006023,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,75,75,3,,,,,,,99.96929130004719,None,2,1,0.687053999863565,99.96929130004719,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_46_colour3_distractors31_r.png,r,2,0,76,76,46,,,,,,,100.73106289980933,None,2,1,0.564544300083071,100.73106289980933,None,101.33353760000318,None,space,4.324536600150168,103.322945300024,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_42_colour3_distractors1_r.png,r,2,0,77,77,42,,,,,,,107.73058569990098,None,2,1,0.6610105000436306,107.73058569990098,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_60_colour3_distractors19_l.png,l,1,0,78,78,60,,,,,,,108.46731369988993,None,1,1,0.8041121000424027,108.46731369988993,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_61_colour3_distractors31_l.png,l,1,0,79,79,61,,,,,,,109.37940650014207,None,1,1,0.6598229999653995,109.37940650014207,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_41_colour2_distractors31_r.png,r,2,0,80,80,41,,,,,,,110.12435200018808,None,2,1,0.7714857999235392,110.12435200018808,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_83_colour1_distractors31_l.png,l,1,0,81,81,83,,,,,,,110.96619910001755,None,1,1,0.8892473001033068,110.96619910001755,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,0,82,82,16,,,,,,,111.94369339989498,None,1,1,0.6892814002931118,111.94369339989498,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_35_colour1_distractors19_r.png,r,2,0,83,83,35,,,,,,,112.72564620012417,None,2,1,1.2749255998060107,112.72564620012417,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_87_colour2_distractors19_l.png,l,1,0,84,84,87,,,,,,,114.06352350022644,None,1,1,0.9439216000027955,114.06352350022644,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_29_colour3_distractors31_l.png,l,1,0,85,85,29,,,,,,,115.08686939999461,None,1,1,0.8659576000645757,115.08686939999461,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_68_colour1_distractors31_r.png,r,2,0,86,86,68,,,,,,,116.02259350009263,None,2,1,0.6495753000490367,116.02259350009263,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_78_colour3_distractors31_r.png,r,2,0,87,87,78,,,,,,,116.75392929976806,None,2,1,0.6217441000044346,116.75392929976806,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_89_colour3_distractors1_l.png,l,1,0,88,88,89,,,,,,,117.48062029993162,None,1,1,0.8079389999620616,117.48062029993162,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_50_colour1_distractors19_l.png,l,1,0,89,89,50,,,,,,,118.35798129998147,None,1,1,0.7373497001826763,118.35798129998147,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_43_colour3_distractors4_r.png,r,2,0,90,90,43,,,,,,,119.17292599985376,None,2,1,0.6107109999284148,119.17292599985376,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_55_colour2_distractors19_l.png,l,1,0,91,91,55,,,,,,,119.85779449995607,None,1,1,0.9021657002158463,119.85779449995607,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_25_colour3_distractors1_l.png,l,1,0,92,92,25,,,,,,,120.83523580012843,None,1,1,0.7639635000377893,120.83523580012843,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_95_colour0_distractors0_l.png,l,1,0,93,93,95,,,,,,,121.67669670004398,None,1,1,0.6031798999756575,121.67669670004398,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,0,94,94,18,,,,,,,122.36254790006205,None,1,1,0.7340757003985345,122.36254790006205,None,None,None,None,,None,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,0,95,95,0,,,,,,,123.17771920002997,None,2,1,0.7255222001112998,123.17771920002997,None,123.93664629990235,None,space,2.3348786998540163,125.92893330007792,None,1,001,2020_Oct_09_1136,searchDisc,2020.2.4,59.94309000175281,
