trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,image_file,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,11.35190577735193,None,space,2.739689359208569,12.85358512448147,None,1,001,2020_Sep_29_1255,searchAlejandro,2020.2.2,59.93548116112242,
