trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_file,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.463701718719676,None,space,0.4576198454014957,11.965172107564285,None,1,001,2020_Sep_29_1607,searchAlejandro,2020.2.2,59.94743846734513,
