trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,image_file,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.148674058262259,None,space,1.2237669215537608,10.650245246244594,None,1,001,2020_Sep_29_1254,searchAlejandro,2020.2.2,59.92548204682929,
