textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.84564886521548,None,space,5.138204378541559,11.330528661375865,None,1,001,2020_Sep_29_1329,searchAlejandro,2020.2.2,59.95341895161798,
