trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,image_file,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.550518651958555,None,space,0.7220856545027345,12.052150319563225,None,1,001,2020_Sep_29_1258,searchAlejandro,2020.2.2,59.89217574818015,
