trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_file,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.10773357260041,None,space,1.0202961643226445,11.60940683982335,None,1,001,2020_Sep_29_1348,searchAlejandro,2020.2.2,61.023706255039755,
