trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,image_no,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.823168398113921,None,space,0.21455835225060582,14.327925801509991,None,99,001,2020_Sep_29_1241,searchAlejandro,2020.2.2,59.943528802202145,
