p_id,ps_id,exp_id,trial,t_id,N_T,d_feature,rt,response,error
1 1a,12,1,638,right,0,blue,0.707,1,0
1 1a,12,1,31,right,0,blue,0.369,1,0
1 1a,12,1,528,right,0,blue,0.44,1,0
1 1a,12,1,631,left,0,blue,0.397,0,0
1 1a,12,1,275,left,0,blue,0.349,0,0
1 1a,12,1,241,right,0,blue,0.367,1,0
1 1a,12,1,443,right,1,blue,0.742,1,0
1 1a,12,1,488,left,1,blue,0.528,0,0
1 1a,12,1,529,left,1,blue,0.394,0,0
1 1a,12,1,372,right,1,blue,0.608,1,0
1 1a,12,1,550,right,1,blue,0.645,1,0
1 1a,12,1,107,right,1,blue,0.476,1,0
1 1a,12,1,389,right,4,blue,0.634,1,0
1 1a,12,1,311,left,4,blue,0.612,0,0
1 1a,12,1,86,left,4,blue,0.531,0,0
1 1a,12,1,639,left,4,blue,0.474,0,0
1 1a,12,1,530,right,4,blue,0.425,1,0
1 1a,12,1,407,left,4,blue,0.486,0,0
1 1a,12,1,331,left,9,blue,0.476,0,0
1 1a,12,1,413,right,9,blue,0.639,1,0
1 1a,12,1,421,left,9,blue,0.755,0,0
1 1a,12,1,139,left,9,blue,0.829,0,0
1 1a,12,1,101,right,9,blue,0.563,1,0
1 1a,12,1,398,left,9,blue,0.526,0,0
1 1a,12,1,325,left,19,blue,0.42,0,0
1 1a,12,1,270,left,19,blue,0.616,0,0
1 1a,12,1,499,right,19,blue,0.694,1,0
1 1a,12,1,569,right,19,blue,0.692,1,0
1 1a,12,1,559,left,19,blue,0.802,0,0
1 1a,12,1,136,right,19,blue,1.069,1,0
1 1a,12,1,82,left,31,blue,0.629,0,0
1 1a,12,1,334,left,31,blue,0.697,0,0
1 1a,12,1,614,right,31,blue,0.782,1,0
1 1a,12,1,33,right,31,blue,1.116,1,0
1 1a,12,1,164,right,31,blue,0.646,1,0
1 1a,12,1,14,left,31,blue,0.727,0,0
1 1a,12,1,528,right,0,orange,0.44,1,0
1 1a,12,1,32,left,0,orange,0.48,0,0
1 1a,12,1,369,right,0,orange,0.382,1,0
1 1a,12,1,31,right,0,orange,0.369,1,0
1 1a,12,1,403,left,0,orange,0.458,0,0
1 1a,12,1,635,left,0,orange,0.533,0,0
1 1a,12,1,536,right,1,orange,0.332,1,0
1 1a,12,1,167,right,1,orange,0.397,1,0
1 1a,12,1,525,right,1,orange,0.392,1,0
1 1a,12,1,340,right,1,orange,0.47,1,0
1 1a,12,1,39,right,1,orange,0.543,1,0
1 1a,12,1,309,right,1,orange,0.491,1,0
1 1a,12,1,221,right,4,orange,0.438,1,0
1 1a,12,1,53,right,4,orange,0.41,1,0
1 1a,12,1,18,left,4,orange,0.664,0,0
1 1a,12,1,215,right,4,orange,0.42,1,0
1 1a,12,1,76,left,4,orange,0.374,0,0
1 1a,12,1,173,left,4,orange,0.645,0,0
1 1a,12,1,211,right,9,orange,0.544,1,0
1 1a,12,1,535,right,9,orange,0.384,1,0
1 1a,12,1,15,left,9,orange,0.655,0,0
1 1a,12,1,617,left,9,orange,0.72,0,0
1 1a,12,1,399,left,9,orange,0.488,0,0
1 1a,12,1,191,left,9,orange,0.539,0,0
1 1a,12,1,268,left,19,orange,0.446,0,0
1 1a,12,1,282,right,19,orange,0.428,1,0
1 1a,12,1,129,right,19,orange,0.702,1,0
1 1a,12,1,88,left,19,orange,0.553,0,0
1 1a,12,1,493,right,19,orange,0.369,1,0
1 1a,12,1,199,right,19,orange,0.399,1,0
1 1a,12,1,419,left,31,orange,0.579,0,0
1 1a,12,1,417,left,31,orange,0.509,0,0
1 1a,12,1,297,right,31,orange,0.669,1,0
1 1a,12,1,200,right,31,orange,0.724,1,0
1 1a,12,1,346,right,31,orange,0.527,1,0
1 1a,12,1,48,left,31,orange,0.506,0,0
1 1a,12,1,603,right,0,yellow,0.464,1,0
1 1a,12,1,241,right,0,yellow,0.367,1,0
1 1a,12,1,202,right,0,yellow,0.37,1,0
1 1a,12,1,628,right,0,yellow,0.411,1,0
1 1a,12,1,55,right,0,yellow,0.549,1,0
1 1a,12,1,638,right,0,yellow,0.707,1,0
1 1a,12,1,220,right,1,yellow,0.481,1,0
1 1a,12,1,97,left,1,yellow,0.531,0,0
1 1a,12,1,283,right,1,yellow,0.418,1,0
1 1a,12,1,455,left,1,yellow,0.377,0,0
1 1a,12,1,41,left,1,yellow,0.672,0,0
1 1a,12,1,583,left,1,yellow,0.769,0,0
1 1a,12,1,454,left,4,yellow,0.409,0,0
1 1a,12,1,216,left,4,yellow,0.771,0,0
1 1a,12,1,416,left,4,yellow,0.489,0,0
1 1a,12,1,147,right,4,yellow,0.619,1,0
1 1a,12,1,203,right,4,yellow,0.433,1,0
1 1a,12,1,605,right,4,yellow,0.579,1,0
1 1a,12,1,554,right,9,yellow,0.354,1,0
1 1a,12,1,567,right,9,yellow,0.52,1,0
1 1a,12,1,611,right,9,yellow,0.502,1,0
1 1a,12,1,339,right,9,yellow,0.489,1,0
1 1a,12,1,640,left,9,yellow,0.477,0,0
1 1a,12,1,89,left,9,yellow,0.807,0,0
1 1a,12,1,272,right,19,yellow,0.403,1,0
1 1a,12,1,492,left,19,yellow,0.644,0,0
1 1a,12,1,409,left,19,yellow,0.467,0,0
1 1a,12,1,287,right,19,yellow,0.524,1,0
1 1a,12,1,148,right,19,yellow,0.612,1,0
1 1a,12,1,223,right,19,yellow,0.445,1,0
1 1a,12,1,281,left,31,yellow,0.605,0,0
1 1a,12,1,476,left,31,yellow,0.442,0,0
1 1a,12,1,95,right,31,yellow,0.611,1,0
1 1a,12,1,28,right,31,yellow,0.462,1,0
1 1a,12,1,442,left,31,yellow,0.471,0,0
1 1a,12,1,263,left,31,yellow,0.61,0,0
1 1b,8,1,298,right,0,circle,0.412,1,0
1 1b,8,1,582,right,0,circle,0.612,1,0
1 1b,8,1,486,right,0,circle,0.385,1,0
1 1b,8,1,232,left,0,circle,0.537,0,0
1 1b,8,1,111,right,0,circle,0.396,1,0
1 1b,8,1,53,left,0,circle,0.394,0,0
1 1b,8,1,236,left,1,circle,0.548,0,0
1 1b,8,1,353,right,1,circle,0.352,1,0
1 1b,8,1,72,right,1,circle,0.374,1,0
1 1b,8,1,296,left,1,circle,0.483,0,0
1 1b,8,1,237,left,1,circle,0.538,0,0
1 1b,8,1,317,right,1,circle,0.557,1,0
1 1b,8,1,522,left,4,circle,0.361,0,0
1 1b,8,1,327,right,4,circle,0.502,1,0
1 1b,8,1,405,left,4,circle,0.5,0,0
1 1b,8,1,189,left,4,circle,0.448,0,0
1 1b,8,1,469,left,4,circle,0.421,0,0
1 1b,8,1,209,left,4,circle,0.444,0,0
1 1b,8,1,97,right,9,circle,0.695,1,0
1 1b,8,1,592,left,9,circle,0.804,0,0
1 1b,8,1,447,left,9,circle,0.495,0,0
1 1b,8,1,165,left,9,circle,0.663,0,0
1 1b,8,1,322,left,9,circle,0.54,0,0
1 1b,8,1,339,right,9,circle,0.84,1,0
1 1b,8,1,512,right,19,circle,0.945,1,0
1 1b,8,1,443,right,19,circle,0.449,1,0
1 1b,8,1,499,right,19,circle,0.477,1,0
1 1b,8,1,150,right,19,circle,0.774,1,0
1 1b,8,1,75,left,19,circle,0.366,0,0
1 1b,8,1,490,right,19,circle,0.395,1,0
1 1b,8,1,496,right,31,circle,0.846,1,0
1 1b,8,1,395,right,31,circle,0.549,1,0
1 1b,8,1,242,left,31,circle,0.663,0,0
1 1b,8,1,340,right,31,circle,0.49,1,0
1 1b,8,1,244,left,31,circle,0.497,0,0
1 1b,8,1,437,right,31,circle,0.768,1,0
1 1b,8,1,46,right,0,diamond,0.381,1,0
1 1b,8,1,232,left,0,diamond,0.537,0,0
1 1b,8,1,224,left,0,diamond,0.398,0,0
1 1b,8,1,308,right,0,diamond,0.513,1,0
1 1b,8,1,68,right,0,diamond,0.431,1,0
1 1b,8,1,298,right,0,diamond,0.412,1,0
1 1b,8,1,510,left,1,diamond,0.42,0,0
1 1b,8,1,118,right,1,diamond,0.424,1,0
1 1b,8,1,156,left,1,diamond,0.454,0,0
1 1b,8,1,213,left,1,diamond,0.417,0,0
1 1b,8,1,586,right,1,diamond,0.448,1,0
1 1b,8,1,513,left,1,diamond,0.81,0,0
1 1b,8,1,329,right,4,diamond,0.464,1,0
1 1b,8,1,109,left,4,diamond,0.49,0,0
1 1b,8,1,442,right,4,diamond,0.517,1,0
1 1b,8,1,141,left,4,diamond,0.553,0,0
1 1b,8,1,302,right,4,diamond,0.582,1,0
1 1b,8,1,473,right,4,diamond,0.456,1,0
1 1b,8,1,95,left,9,diamond,0.472,0,0
1 1b,8,1,462,right,9,diamond,1.151,1,0
1 1b,8,1,260,right,9,diamond,0.45,1,0
1 1b,8,1,300,right,9,diamond,0.548,1,0
1 1b,8,1,326,left,9,diamond,0.486,0,0
1 1b,8,1,32,right,9,diamond,0.968,1,0
1 1b,8,1,324,right,19,diamond,0.611,1,0
1 1b,8,1,378,left,19,diamond,0.476,0,0
1 1b,8,1,90,right,19,diamond,0.517,1,0
1 1b,8,1,458,right,19,diamond,0.566,1,0
1 1b,8,1,545,left,19,diamond,0.452,0,0
1 1b,8,1,202,right,19,diamond,1.308,1,0
1 1b,8,1,358,left,31,diamond,0.677,0,0
1 1b,8,1,626,left,31,diamond,0.574,0,0
1 1b,8,1,197,left,31,diamond,0.557,0,0
1 1b,8,1,295,right,31,diamond,0.545,1,0
1 1b,8,1,258,right,31,diamond,0.487,1,0
1 1b,8,1,334,left,31,diamond,0.537,0,0
1 1b,8,1,397,left,0,triangle,0.409,0,0
1 1b,8,1,111,right,0,triangle,0.396,1,0
1 1b,8,1,58,left,0,triangle,0.411,0,0
1 1b,8,1,68,right,0,triangle,0.431,1,0
1 1b,8,1,539,left,0,triangle,0.452,0,0
1 1b,8,1,39,left,0,triangle,0.438,0,0
1 1b,8,1,15,left,1,triangle,0.622,0,0
1 1b,8,1,146,left,1,triangle,0.798,0,0
1 1b,8,1,362,right,1,triangle,0.419,1,0
1 1b,8,1,106,right,1,triangle,0.513,1,0
1 1b,8,1,13,right,1,triangle,0.67,1,0
1 1b,8,1,108,right,1,triangle,0.587,1,0
1 1b,8,1,264,left,4,triangle,0.622,0,0
1 1b,8,1,535,left,4,triangle,0.932,0,0
1 1b,8,1,278,right,4,triangle,1.14,1,0
1 1b,8,1,607,right,4,triangle,0.678,1,0
1 1b,8,1,519,right,4,triangle,0.432,1,0
1 1b,8,1,433,left,4,triangle,0.881,0,0
1 1b,8,1,364,right,9,triangle,0.416,1,0
1 1b,8,1,190,left,9,triangle,0.451,0,0
1 1b,8,1,215,left,9,triangle,0.805,0,0
1 1b,8,1,459,right,9,triangle,0.55,1,0
1 1b,8,1,598,right,9,triangle,0.759,1,0
1 1b,8,1,172,right,9,triangle,0.633,1,0
1 1b,8,1,316,left,19,triangle,0.81,0,0
1 1b,8,1,361,left,19,triangle,0.646,0,0
1 1b,8,1,553,right,19,triangle,0.636,1,0
1 1b,8,1,140,left,19,triangle,0.64,0,0
1 1b,8,1,47,left,19,triangle,1.171,0,0
1 1b,8,1,524,left,19,triangle,0.397,0,0
1 1b,8,1,564,left,31,triangle,1.281,0,0
1 1b,8,1,604,left,31,triangle,0.411,0,0
1 1b,8,1,151,right,31,triangle,1.086,1,0
1 1b,8,1,138,left,31,triangle,1.264,0,0
1 1b,8,1,312,right,31,triangle,1.082,1,0
1 1b,8,1,561,right,31,triangle,0.918,1,0
1 2a,16,2,313,left,0,blue circle,0.492,0,0
1 2a,16,2,314,left,0,blue circle,0.42,0,0
1 2a,16,2,135,right,0,blue circle,0.617,1,0
1 2a,16,2,302,right,0,blue circle,0.398,1,0
1 2a,16,2,122,right,0,blue circle,0.413,1,0
1 2a,16,2,325,left,0,blue circle,0.523,0,0
1 2a,16,2,6,right,1,blue circle,0.456,1,0
1 2a,16,2,274,right,1,blue circle,0.624,1,0
1 2a,16,2,436,left,1,blue circle,0.466,0,0
1 2a,16,2,292,right,1,blue circle,0.421,1,0
1 2a,16,2,433,left,1,blue circle,0.469,0,0
1 2a,16,2,301,left,1,blue circle,0.65,0,0
1 2a,16,2,558,left,4,blue circle,0.431,0,0
1 2a,16,2,385,left,4,blue circle,0.41,0,0
1 2a,16,2,597,right,4,blue circle,0.4,1,0
1 2a,16,2,624,left,4,blue circle,0.666,0,0
1 2a,16,2,579,left,4,blue circle,0.445,0,0
1 2a,16,2,502,right,4,blue circle,0.467,1,0
1 2a,16,2,174,right,9,blue circle,0.425,1,0
1 2a,16,2,333,right,9,blue circle,0.694,1,0
1 2a,16,2,88,left,9,blue circle,0.439,0,0
1 2a,16,2,514,left,9,blue circle,0.458,0,0
1 2a,16,2,378,right,9,blue circle,0.39,1,0
1 2a,16,2,510,right,9,blue circle,0.493,1,0
1 2a,16,2,626,right,19,blue circle,0.586,1,0
1 2a,16,2,640,left,19,blue circle,0.518,0,0
1 2a,16,2,607,right,19,blue circle,0.581,1,0
1 2a,16,2,503,right,19,blue circle,0.516,1,0
1 2a,16,2,410,right,19,blue circle,0.569,1,0
1 2a,16,2,232,right,19,blue circle,0.491,1,0
1 2a,16,2,611,right,31,blue circle,0.775,1,0
1 2a,16,2,273,right,31,blue circle,0.643,1,0
1 2a,16,2,438,right,31,blue circle,0.502,1,0
1 2a,16,2,432,left,31,blue circle,0.659,0,0
1 2a,16,2,76,left,31,blue circle,0.564,0,0
1 2a,16,2,504,right,31,blue circle,0.701,1,0
1 2a,16,2,552,left,0,orange diamond,0.403,0,0
1 2a,16,2,314,left,0,orange diamond,0.42,0,0
1 2a,16,2,190,right,0,orange diamond,0.453,1,0
1 2a,16,2,257,right,0,orange diamond,0.387,1,0
1 2a,16,2,302,right,0,orange diamond,0.398,1,0
1 2a,16,2,529,left,0,orange diamond,0.342,0,0
1 2a,16,2,453,right,1,orange diamond,0.477,1,0
1 2a,16,2,130,left,1,orange diamond,0.373,0,0
1 2a,16,2,568,left,1,orange diamond,0.446,0,0
1 2a,16,2,58,right,1,orange diamond,0.478,1,0
1 2a,16,2,222,right,1,orange diamond,0.411,1,0
1 2a,16,2,342,right,1,orange diamond,0.459,1,0
1 2a,16,2,506,right,4,orange diamond,0.423,1,0
1 2a,16,2,175,left,4,orange diamond,0.502,0,0
1 2a,16,2,82,left,4,orange diamond,0.47,0,0
1 2a,16,2,131,left,4,orange diamond,0.501,0,0
1 2a,16,2,42,left,4,orange diamond,0.428,0,0
1 2a,16,2,12,right,4,orange diamond,0.57,1,0
1 2a,16,2,405,left,9,orange diamond,0.507,0,0
1 2a,16,2,458,left,9,orange diamond,0.518,0,0
1 2a,16,2,210,left,9,orange diamond,0.429,0,0
1 2a,16,2,599,right,9,orange diamond,0.489,1,0
1 2a,16,2,245,left,9,orange diamond,0.554,0,0
1 2a,16,2,93,right,9,orange diamond,0.409,1,0
1 2a,16,2,320,right,19,orange diamond,0.438,1,0
1 2a,16,2,151,left,19,orange diamond,0.81,0,0
1 2a,16,2,110,right,19,orange diamond,0.606,1,0
1 2a,16,2,441,left,19,orange diamond,0.55,0,0
1 2a,16,2,311,left,19,orange diamond,0.424,0,0
1 2a,16,2,303,right,19,orange diamond,0.414,1,0
1 2a,16,2,533,right,31,orange diamond,0.478,1,0
1 2a,16,2,402,left,31,orange diamond,0.476,0,0
1 2a,16,2,347,right,31,orange diamond,0.586,1,0
1 2a,16,2,139,left,31,orange diamond,0.445,0,0
1 2a,16,2,476,right,31,orange diamond,0.518,1,0
1 2a,16,2,32,right,31,orange diamond,0.481,1,0
1 2a,16,2,135,right,0,yellow triangle,0.617,1,0
1 2a,16,2,122,right,0,yellow triangle,0.413,1,0
1 2a,16,2,632,left,0,yellow triangle,0.377,0,0
1 2a,16,2,442,left,0,yellow triangle,0.434,0,0
1 2a,16,2,3,left,0,yellow triangle,0.463,0,0
1 2a,16,2,158,left,0,yellow triangle,0.653,0,0
1 2a,16,2,272,left,1,yellow triangle,0.577,0,0
1 2a,16,2,522,left,1,yellow triangle,0.39,0,0
1 2a,16,2,236,left,1,yellow triangle,0.463,0,0
1 2a,16,2,196,left,1,yellow triangle,0.727,0,0
1 2a,16,2,154,right,1,yellow triangle,0.489,1,0
1 2a,16,2,472,right,1,yellow triangle,0.462,1,0
1 2a,16,2,85,left,4,yellow triangle,0.475,0,0
1 2a,16,2,613,right,4,yellow triangle,0.348,1,0
1 2a,16,2,133,right,4,yellow triangle,0.511,1,0
1 2a,16,2,112,left,4,yellow triangle,0.465,0,0
1 2a,16,2,129,left,4,yellow triangle,0.454,0,0
1 2a,16,2,242,right,4,yellow triangle,0.453,1,0
1 2a,16,2,429,left,9,yellow triangle,0.449,0,0
1 2a,16,2,564,left,9,yellow triangle,0.392,0,0
1 2a,16,2,182,right,9,yellow triangle,0.594,1,0
1 2a,16,2,247,right,9,yellow triangle,0.466,1,0
1 2a,16,2,267,right,9,yellow triangle,0.53,1,0
1 2a,16,2,348,right,9,yellow triangle,0.463,1,0
1 2a,16,2,482,right,19,yellow triangle,0.369,1,0
1 2a,16,2,459,right,19,yellow triangle,0.603,1,0
1 2a,16,2,290,right,19,yellow triangle,0.484,1,0
1 2a,16,2,602,left,19,yellow triangle,0.424,0,0
1 2a,16,2,572,left,19,yellow triangle,0.442,0,0
1 2a,16,2,17,right,19,yellow triangle,0.492,1,0
1 2a,16,2,380,left,31,yellow triangle,0.496,0,0
1 2a,16,2,45,left,31,yellow triangle,0.416,0,0
1 2a,16,2,188,left,31,yellow triangle,0.462,0,0
1 2a,16,2,553,right,31,yellow triangle,0.697,1,0
1 2a,16,2,535,right,31,yellow triangle,0.472,1,0
1 2a,16,2,379,right,31,yellow triangle,0.505,1,0
1 2b,7,2,4,right,0,blue triangle,0.393,1,0
1 2b,7,2,274,left,0,blue triangle,1.369,0,0
1 2b,7,2,330,right,0,blue triangle,0.514,1,0
1 2b,7,2,328,left,0,blue triangle,0.478,0,0
1 2b,7,2,31,right,0,blue triangle,0.445,1,0
1 2b,7,2,501,left,0,blue triangle,0.462,0,0
1 2b,7,2,515,left,1,blue triangle,0.46,0,0
1 2b,7,2,331,right,1,blue triangle,0.758,1,0
1 2b,7,2,137,left,1,blue triangle,0.451,0,0
1 2b,7,2,305,left,1,blue triangle,0.676,0,0
1 2b,7,2,554,left,1,blue triangle,0.453,0,0
1 2b,7,2,396,right,1,blue triangle,0.739,1,0
1 2b,7,2,241,left,4,blue triangle,0.615,0,0
1 2b,7,2,410,left,4,blue triangle,0.645,0,0
1 2b,7,2,528,right,4,blue triangle,0.487,1,0
1 2b,7,2,414,right,4,blue triangle,0.906,1,0
1 2b,7,2,252,left,4,blue triangle,0.855,0,0
1 2b,7,2,361,left,4,blue triangle,0.593,0,0
1 2b,7,2,214,right,9,blue triangle,0.804,1,0
1 2b,7,2,204,left,9,blue triangle,0.48,0,0
1 2b,7,2,230,left,9,blue triangle,0.43,0,0
1 2b,7,2,34,left,9,blue triangle,0.567,0,0
1 2b,7,2,297,right,9,blue triangle,0.609,1,0
1 2b,7,2,279,left,9,blue triangle,0.649,0,0
1 2b,7,2,63,left,19,blue triangle,0.552,0,0
1 2b,7,2,374,right,19,blue triangle,0.534,1,0
1 2b,7,2,319,left,19,blue triangle,1.063,0,0
1 2b,7,2,481,left,19,blue triangle,0.729,0,0
1 2b,7,2,583,left,19,blue triangle,0.509,0,0
1 2b,7,2,504,left,19,blue triangle,0.901,0,0
1 2b,7,2,85,right,31,blue triangle,0.631,1,0
1 2b,7,2,187,right,31,blue triangle,0.443,1,0
1 2b,7,2,192,left,31,blue triangle,0.718,0,0
1 2b,7,2,199,left,31,blue triangle,0.612,0,0
1 2b,7,2,290,left,31,blue triangle,0.621,0,0
1 2b,7,2,10,right,31,blue triangle,0.927,1,0
1 2b,7,2,315,right,0,orange circle,0.46,1,0
1 2b,7,2,164,right,0,orange circle,0.383,1,0
1 2b,7,2,52,right,0,orange circle,0.633,1,0
1 2b,7,2,628,right,0,orange circle,0.631,1,0
1 2b,7,2,432,right,0,orange circle,0.501,1,0
1 2b,7,2,544,right,0,orange circle,0.343,1,0
1 2b,7,2,327,left,1,orange circle,0.841,0,0
1 2b,7,2,135,right,1,orange circle,0.428,1,0
1 2b,7,2,471,right,1,orange circle,0.498,1,0
1 2b,7,2,461,left,1,orange circle,0.5,0,0
1 2b,7,2,360,right,1,orange circle,0.535,1,0
1 2b,7,2,458,left,1,orange circle,0.455,0,0
1 2b,7,2,277,left,4,orange circle,0.58,0,0
1 2b,7,2,383,right,4,orange circle,0.753,1,0
1 2b,7,2,384,left,4,orange circle,0.407,0,0
1 2b,7,2,107,left,4,orange circle,0.724,0,0
1 2b,7,2,14,right,4,orange circle,0.577,1,0
1 2b,7,2,242,left,4,orange circle,0.47,0,0
1 2b,7,2,245,right,9,orange circle,0.445,1,0
1 2b,7,2,27,left,9,orange circle,0.55,0,0
1 2b,7,2,29,left,9,orange circle,0.553,0,0
1 2b,7,2,149,right,9,orange circle,0.431,1,0
1 2b,7,2,609,right,9,orange circle,0.49,1,0
1 2b,7,2,552,left,9,orange circle,0.468,0,0
1 2b,7,2,547,left,19,orange circle,0.51,0,0
1 2b,7,2,326,right,19,orange circle,1.075,1,0
1 2b,7,2,133,left,19,orange circle,0.548,0,0
1 2b,7,2,529,right,19,orange circle,0.389,1,0
1 2b,7,2,283,right,19,orange circle,0.493,1,0
1 2b,7,2,302,right,19,orange circle,0.793,1,0
1 2b,7,2,516,right,31,orange circle,0.407,1,0
1 2b,7,2,18,right,31,orange circle,0.437,1,0
1 2b,7,2,271,left,31,orange circle,0.492,0,0
1 2b,7,2,170,left,31,orange circle,0.484,0,0
1 2b,7,2,578,right,31,orange circle,0.545,1,0
1 2b,7,2,184,right,31,orange circle,0.458,1,0
1 2b,7,2,311,left,0,yellow diamond,0.58,0,0
1 2b,7,2,21,left,0,yellow diamond,0.531,0,0
1 2b,7,2,496,left,0,yellow diamond,0.537,0,0
1 2b,7,2,538,right,0,yellow diamond,0.64,1,0
1 2b,7,2,23,left,0,yellow diamond,0.399,0,0
1 2b,7,2,330,right,0,yellow diamond,0.514,1,0
1 2b,7,2,473,right,1,yellow diamond,0.351,1,0
1 2b,7,2,636,right,1,yellow diamond,0.418,1,0
1 2b,7,2,366,right,1,yellow diamond,0.456,1,0
1 2b,7,2,435,right,1,yellow diamond,0.427,1,0
1 2b,7,2,585,right,1,yellow diamond,0.47,1,0
1 2b,7,2,391,right,1,yellow diamond,0.672,1,0
1 2b,7,2,503,left,4,yellow diamond,0.472,0,0
1 2b,7,2,429,right,4,yellow diamond,0.523,1,0
1 2b,7,2,580,right,4,yellow diamond,0.448,1,0
1 2b,7,2,571,left,4,yellow diamond,0.546,0,0
1 2b,7,2,19,left,4,yellow diamond,0.535,0,0
1 2b,7,2,117,left,4,yellow diamond,0.6,0,0
1 2b,7,2,275,right,9,yellow diamond,0.452,1,0
1 2b,7,2,103,right,9,yellow diamond,0.515,1,0
1 2b,7,2,488,left,9,yellow diamond,0.657,0,0
1 2b,7,2,400,left,9,yellow diamond,0.4,0,0
1 2b,7,2,321,left,9,yellow diamond,0.725,0,0
1 2b,7,2,67,right,9,yellow diamond,0.55,1,0
1 2b,7,2,379,left,19,yellow diamond,0.558,0,0
1 2b,7,2,26,right,19,yellow diamond,0.625,1,0
1 2b,7,2,506,left,19,yellow diamond,0.382,0,0
1 2b,7,2,393,left,19,yellow diamond,0.936,0,0
1 2b,7,2,375,right,19,yellow diamond,0.605,1,0
1 2b,7,2,345,left,19,yellow diamond,0.501,0,0
1 2b,7,2,238,left,31,yellow diamond,0.606,0,0
1 2b,7,2,306,right,31,yellow diamond,0.566,1,0
1 2b,7,2,235,right,31,yellow diamond,0.441,1,0
1 2b,7,2,125,left,31,yellow diamond,0.669,0,0
1 2b,7,2,206,right,31,yellow diamond,0.472,1,0
1 2b,7,2,492,left,31,yellow diamond,0.539,0,0
1 2c,7,2,537,right,0,blue diamond,0.646,1,0
1 2c,7,2,31,right,0,blue diamond,0.535,1,0
1 2c,7,2,328,left,0,blue diamond,0.796,0,0
1 2c,7,2,521,right,0,blue diamond,0.953,1,0
1 2c,7,2,510,left,0,blue diamond,0.568,0,0
1 2c,7,2,444,left,0,blue diamond,0.403,0,0
1 2c,7,2,507,left,1,blue diamond,0.623,0,0
1 2c,7,2,375,left,1,blue diamond,0.786,0,0
1 2c,7,2,337,left,1,blue diamond,0.794,0,0
1 2c,7,2,636,right,1,blue diamond,0.519,1,0
1 2c,7,2,113,right,1,blue diamond,0.72,1,0
1 2c,7,2,160,left,1,blue diamond,0.456,0,0
1 2c,7,2,491,left,4,blue diamond,0.733,0,0
1 2c,7,2,442,right,4,blue diamond,0.531,1,0
1 2c,7,2,16,right,4,blue diamond,0.796,1,0
1 2c,7,2,309,left,4,blue diamond,0.693,0,0
1 2c,7,2,204,right,4,blue diamond,0.638,1,0
1 2c,7,2,289,left,4,blue diamond,0.972,0,0
1 2c,7,2,363,right,9,blue diamond,0.375,1,0
1 2c,7,2,308,right,9,blue diamond,0.457,1,0
1 2c,7,2,499,right,9,blue diamond,0.676,1,0
1 2c,7,2,588,left,9,blue diamond,0.651,0,0
1 2c,7,2,361,left,9,blue diamond,0.974,0,0
1 2c,7,2,366,left,9,blue diamond,0.575,0,0
1 2c,7,2,582,left,19,blue diamond,0.506,0,0
1 2c,7,2,291,left,19,blue diamond,0.744,0,0
1 2c,7,2,273,right,19,blue diamond,0.89,1,0
1 2c,7,2,173,left,19,blue diamond,0.682,0,0
1 2c,7,2,462,right,19,blue diamond,0.662,1,0
1 2c,7,2,149,left,19,blue diamond,0.615,0,0
1 2c,7,2,189,left,31,blue diamond,0.642,0,0
1 2c,7,2,46,right,31,blue diamond,0.489,1,0
1 2c,7,2,370,right,31,blue diamond,0.489,1,0
1 2c,7,2,187,left,31,blue diamond,0.854,0,0
1 2c,7,2,268,left,31,blue diamond,0.644,0,0
1 2c,7,2,243,right,31,blue diamond,0.671,1,0
1 2c,7,2,296,right,0,orange triangle,0.446,1,0
1 2c,7,2,284,left,0,orange triangle,0.599,0,0
1 2c,7,2,537,right,0,orange triangle,0.646,1,0
1 2c,7,2,573,right,0,orange triangle,0.557,1,0
1 2c,7,2,635,right,0,orange triangle,0.382,1,0
1 2c,7,2,521,right,0,orange triangle,0.953,1,0
1 2c,7,2,191,left,1,orange triangle,0.602,0,0
1 2c,7,2,237,left,1,orange triangle,0.494,0,0
1 2c,7,2,607,left,1,orange triangle,0.753,0,0
1 2c,7,2,198,right,1,orange triangle,0.6,1,0
1 2c,7,2,430,left,1,orange triangle,0.418,0,0
1 2c,7,2,395,right,1,orange triangle,0.818,1,0
1 2c,7,2,485,right,4,orange triangle,0.409,1,0
1 2c,7,2,293,left,4,orange triangle,0.433,0,0
1 2c,7,2,453,left,4,orange triangle,0.625,0,0
1 2c,7,2,373,right,4,orange triangle,0.432,1,0
1 2c,7,2,315,left,4,orange triangle,0.497,0,0
1 2c,7,2,557,right,4,orange triangle,0.512,1,0
1 2c,7,2,73,left,9,orange triangle,0.853,0,0
1 2c,7,2,251,left,9,orange triangle,0.504,0,0
1 2c,7,2,218,left,9,orange triangle,0.542,0,0
1 2c,7,2,241,right,9,orange triangle,0.531,1,0
1 2c,7,2,32,left,9,orange triangle,0.601,0,0
1 2c,7,2,178,left,9,orange triangle,0.682,0,0
1 2c,7,2,613,right,19,orange triangle,0.361,1,0
1 2c,7,2,342,left,19,orange triangle,0.639,0,0
1 2c,7,2,36,right,19,orange triangle,0.738,1,0
1 2c,7,2,230,right,19,orange triangle,0.361,1,0
1 2c,7,2,534,left,19,orange triangle,0.691,0,0
1 2c,7,2,96,right,19,orange triangle,0.387,1,0
1 2c,7,2,158,left,31,orange triangle,0.593,0,0
1 2c,7,2,71,right,31,orange triangle,0.606,1,0
