p_id,ps_id,exp_id,trial,t_id,N_T,d_feature,rt,response,error
15 4c,9,4,262,left,31,yellow circle,0.443,0,0
15 4c,9,4,130,left,31,yellow circle,0.384,0,0
15 4c,9,4,306,left,31,yellow circle,0.531,0,0
15 4c,9,4,309,right,31,yellow circle,0.436,1,0
16 1a,18,1,509,right,0,blue,0.488,1,0
16 1a,18,1,567,left,0,blue,0.546,0,0
16 1a,18,1,42,left,0,blue,0.733,0,0
16 1a,18,1,86,right,0,blue,0.471,1,0
16 1a,18,1,71,right,0,blue,0.757,1,0
16 1a,18,1,80,left,0,blue,0.676,0,0
16 1a,18,1,474,left,1,blue,0.543,0,0
16 1a,18,1,319,right,1,blue,1.237,1,0
16 1a,18,1,383,left,1,blue,0.709,0,0
16 1a,18,1,30,right,1,blue,0.632,1,0
16 1a,18,1,514,right,1,blue,0.513,1,0
16 1a,18,1,602,right,1,blue,0.639,1,0
16 1a,18,1,315,right,4,blue,0.525,1,0
16 1a,18,1,480,right,4,blue,0.567,1,0
16 1a,18,1,610,right,4,blue,0.726,1,0
16 1a,18,1,242,right,4,blue,1.006,1,0
16 1a,18,1,409,left,4,blue,0.479,0,0
16 1a,18,1,62,left,4,blue,1.184,0,0
16 1a,18,1,191,left,9,blue,0.893,0,0
16 1a,18,1,362,left,9,blue,0.692,0,0
16 1a,18,1,278,right,9,blue,0.6,1,0
16 1a,18,1,536,right,9,blue,0.567,1,0
16 1a,18,1,419,left,9,blue,0.953,0,0
16 1a,18,1,517,right,9,blue,0.687,1,0
16 1a,18,1,246,left,19,blue,0.589,0,0
16 1a,18,1,49,left,19,blue,0.813,0,0
16 1a,18,1,400,left,19,blue,0.629,0,0
16 1a,18,1,159,right,19,blue,0.846,1,0
16 1a,18,1,484,left,19,blue,0.778,0,0
16 1a,18,1,616,left,19,blue,0.707,0,0
16 1a,18,1,336,left,31,blue,0.874,0,0
16 1a,18,1,593,left,31,blue,0.65,0,0
16 1a,18,1,243,left,31,blue,1.435,0,0
16 1a,18,1,402,left,31,blue,0.565,0,0
16 1a,18,1,206,right,31,blue,1.011,1,0
16 1a,18,1,239,right,31,blue,1.39,1,0
16 1a,18,1,567,left,0,orange,0.546,0,0
16 1a,18,1,549,right,0,orange,0.694,1,0
16 1a,18,1,555,right,0,orange,0.529,1,0
16 1a,18,1,69,left,0,orange,0.579,0,0
16 1a,18,1,136,left,0,orange,0.487,0,0
16 1a,18,1,45,right,0,orange,0.559,1,0
16 1a,18,1,626,left,1,orange,0.587,0,0
16 1a,18,1,178,left,1,orange,0.547,0,0
16 1a,18,1,613,left,1,orange,0.871,0,0
16 1a,18,1,199,right,1,orange,0.762,1,0
16 1a,18,1,5,left,1,orange,0.585,0,0
16 1a,18,1,450,left,1,orange,0.551,0,0
16 1a,18,1,435,left,4,orange,0.697,0,0
16 1a,18,1,525,left,4,orange,0.559,0,0
16 1a,18,1,510,left,4,orange,0.531,0,0
16 1a,18,1,200,right,4,orange,0.631,1,0
16 1a,18,1,636,left,4,orange,0.686,0,0
16 1a,18,1,59,left,4,orange,0.644,0,0
16 1a,18,1,473,right,9,orange,0.676,1,0
16 1a,18,1,368,left,9,orange,0.71,0,0
16 1a,18,1,38,right,9,orange,0.57,1,0
16 1a,18,1,634,left,9,orange,0.862,0,0
16 1a,18,1,452,left,9,orange,0.515,0,0
16 1a,18,1,562,right,9,orange,0.752,1,0
16 1a,18,1,58,left,19,orange,0.917,0,0
16 1a,18,1,359,left,19,orange,0.671,0,0
16 1a,18,1,388,right,19,orange,0.608,1,0
16 1a,18,1,25,left,19,orange,0.688,0,0
16 1a,18,1,630,left,19,orange,0.465,0,0
16 1a,18,1,117,right,19,orange,0.614,1,0
16 1a,18,1,77,right,31,orange,0.683,1,0
16 1a,18,1,205,right,31,orange,0.572,1,0
16 1a,18,1,638,left,31,orange,0.655,0,0
16 1a,18,1,265,right,31,orange,0.526,1,0
16 1a,18,1,600,left,31,orange,0.544,0,0
16 1a,18,1,377,right,31,orange,0.704,1,0
16 1a,18,1,118,left,0,yellow,0.531,0,0
16 1a,18,1,573,left,0,yellow,0.992,0,0
16 1a,18,1,549,right,0,yellow,0.694,1,0
16 1a,18,1,486,right,0,yellow,0.652,1,0
16 1a,18,1,559,right,0,yellow,0.621,1,0
16 1a,18,1,292,right,0,yellow,0.456,1,0
16 1a,18,1,378,right,1,yellow,0.613,1,0
16 1a,18,1,582,right,1,yellow,0.624,1,0
16 1a,18,1,306,left,1,yellow,0.596,0,0
16 1a,18,1,339,left,1,yellow,0.89,0,0
16 1a,18,1,96,right,1,yellow,0.752,1,0
16 1a,18,1,434,right,1,yellow,0.711,1,0
16 1a,18,1,429,left,4,yellow,0.645,0,0
16 1a,18,1,523,right,4,yellow,0.529,1,0
16 1a,18,1,361,right,4,yellow,0.501,1,0
16 1a,18,1,179,left,4,yellow,0.589,0,0
16 1a,18,1,123,right,4,yellow,0.691,1,0
16 1a,18,1,348,right,4,yellow,0.495,1,0
16 1a,18,1,379,left,9,yellow,0.666,0,0
16 1a,18,1,511,left,9,yellow,0.526,0,0
16 1a,18,1,568,right,9,yellow,0.453,1,0
16 1a,18,1,105,right,9,yellow,0.541,1,0
16 1a,18,1,152,right,9,yellow,0.748,1,0
16 1a,18,1,538,left,9,yellow,0.572,0,0
16 1a,18,1,351,left,19,yellow,0.756,0,0
16 1a,18,1,264,right,19,yellow,0.535,1,0
16 1a,18,1,293,left,19,yellow,0.651,0,0
16 1a,18,1,253,left,19,yellow,0.681,0,0
16 1a,18,1,431,left,19,yellow,0.566,0,0
16 1a,18,1,394,right,19,yellow,0.514,1,0
16 1a,18,1,235,right,31,yellow,0.575,1,0
16 1a,18,1,564,right,31,yellow,0.557,1,0
16 1a,18,1,387,left,31,yellow,0.907,0,0
16 1a,18,1,519,right,31,yellow,0.71,1,0
16 1a,18,1,341,left,31,yellow,0.536,0,0
16 1a,18,1,547,left,31,yellow,0.664,0,0
16 1b,18,1,82,left,0,circle,0.569,0,0
16 1b,18,1,627,left,0,circle,0.4,0,0
16 1b,18,1,173,left,0,circle,0.505,0,0
16 1b,18,1,377,right,0,circle,0.545,1,0
16 1b,18,1,548,left,0,circle,0.579,0,0
16 1b,18,1,241,left,0,circle,0.497,0,0
16 1b,18,1,12,right,1,circle,0.622,1,0
16 1b,18,1,638,left,1,circle,0.675,0,0
16 1b,18,1,136,left,1,circle,0.782,0,0
16 1b,18,1,310,left,1,circle,0.802,0,0
16 1b,18,1,301,left,1,circle,0.435,0,0
16 1b,18,1,606,left,1,circle,0.565,0,0
16 1b,18,1,102,left,4,circle,0.425,0,0
16 1b,18,1,50,left,4,circle,0.706,0,0
16 1b,18,1,509,left,4,circle,0.959,0,0
16 1b,18,1,439,right,4,circle,0.547,1,0
16 1b,18,1,64,left,4,circle,0.509,0,0
16 1b,18,1,359,right,4,circle,0.646,1,0
16 1b,18,1,385,left,9,circle,0.558,0,0
16 1b,18,1,535,right,9,circle,0.66,1,0
16 1b,18,1,391,right,9,circle,0.686,1,0
16 1b,18,1,199,left,9,circle,0.543,0,0
16 1b,18,1,513,right,9,circle,0.682,1,0
16 1b,18,1,611,left,9,circle,0.517,0,0
16 1b,18,1,13,right,19,circle,0.701,1,0
16 1b,18,1,475,right,19,circle,0.793,1,0
16 1b,18,1,589,left,19,circle,0.801,0,0
16 1b,18,1,121,right,19,circle,0.604,1,0
16 1b,18,1,529,right,19,circle,0.579,1,0
16 1b,18,1,37,left,19,circle,0.865,0,0
16 1b,18,1,223,right,31,circle,0.746,1,0
16 1b,18,1,623,left,31,circle,0.786,0,0
16 1b,18,1,374,right,31,circle,0.837,1,0
16 1b,18,1,596,right,31,circle,0.991,1,0
16 1b,18,1,269,left,31,circle,0.599,0,0
16 1b,18,1,621,right,31,circle,0.692,1,0
16 1b,18,1,628,right,0,diamond,0.529,1,0
16 1b,18,1,84,left,0,diamond,0.432,0,0
16 1b,18,1,149,right,0,diamond,0.435,1,0
16 1b,18,1,89,left,0,diamond,0.377,0,0
16 1b,18,1,218,right,0,diamond,0.824,1,0
16 1b,18,1,82,left,0,diamond,0.569,0,0
16 1b,18,1,610,right,1,diamond,0.75,1,0
16 1b,18,1,262,left,1,diamond,0.657,0,0
16 1b,18,1,490,left,1,diamond,0.465,0,0
16 1b,18,1,570,left,1,diamond,0.505,0,0
16 1b,18,1,279,right,1,diamond,0.577,1,0
16 1b,18,1,28,right,1,diamond,0.605,1,0
16 1b,18,1,9,left,4,diamond,0.669,0,0
16 1b,18,1,47,right,4,diamond,0.521,1,0
16 1b,18,1,426,right,4,diamond,0.577,1,0
16 1b,18,1,347,left,4,diamond,0.954,0,0
16 1b,18,1,602,right,4,diamond,0.733,1,0
16 1b,18,1,150,left,4,diamond,0.57,0,0
16 1b,18,1,3,right,9,diamond,0.576,1,0
16 1b,18,1,132,left,9,diamond,0.812,0,0
16 1b,18,1,51,right,9,diamond,0.958,1,0
16 1b,18,1,233,left,9,diamond,0.714,0,0
16 1b,18,1,431,left,9,diamond,0.543,0,0
16 1b,18,1,92,right,9,diamond,0.872,1,0
16 1b,18,1,591,left,19,diamond,0.645,0,0
16 1b,18,1,154,left,19,diamond,0.943,0,0
16 1b,18,1,464,left,19,diamond,0.71,0,0
16 1b,18,1,182,left,19,diamond,0.844,0,0
16 1b,18,1,21,left,19,diamond,0.794,0,0
16 1b,18,1,177,right,19,diamond,0.692,1,0
16 1b,18,1,43,right,31,diamond,1.312,1,0
16 1b,18,1,430,right,31,diamond,0.639,1,0
16 1b,18,1,15,right,31,diamond,0.645,1,0
16 1b,18,1,93,left,31,diamond,0.818,0,0
16 1b,18,1,547,right,31,diamond,1.064,1,0
16 1b,18,1,210,left,31,diamond,0.995,0,0
16 1b,18,1,181,right,0,triangle,0.566,1,0
16 1b,18,1,318,right,0,triangle,0.571,1,0
16 1b,18,1,160,right,0,triangle,0.585,1,0
16 1b,18,1,559,right,0,triangle,0.494,1,0
16 1b,18,1,218,right,0,triangle,0.824,1,0
16 1b,18,1,229,right,0,triangle,0.479,1,0
16 1b,18,1,120,right,1,triangle,0.44,1,0
16 1b,18,1,203,right,1,triangle,0.493,1,0
16 1b,18,1,180,right,1,triangle,0.709,1,0
16 1b,18,1,364,left,1,triangle,0.388,0,0
16 1b,18,1,549,left,1,triangle,0.835,0,0
16 1b,18,1,361,left,1,triangle,0.707,0,0
16 1b,18,1,389,right,4,triangle,0.905,1,0
16 1b,18,1,232,left,4,triangle,0.741,0,0
16 1b,18,1,252,right,4,triangle,1.08,1,0
16 1b,18,1,630,right,4,triangle,0.677,1,0
16 1b,18,1,11,left,4,triangle,0.519,0,0
16 1b,18,1,360,right,4,triangle,0.78,1,0
16 1b,18,1,349,left,9,triangle,0.703,0,0
16 1b,18,1,80,right,9,triangle,1.192,1,0
16 1b,18,1,117,left,9,triangle,0.762,0,0
16 1b,18,1,14,left,9,triangle,0.773,0,0
16 1b,18,1,17,left,9,triangle,0.896,0,0
16 1b,18,1,52,right,9,triangle,0.943,1,0
16 1b,18,1,191,right,19,triangle,1.063,1,0
16 1b,18,1,192,right,19,triangle,0.735,1,0
16 1b,18,1,466,left,19,triangle,1.08,0,0
16 1b,18,1,620,left,19,triangle,0.879,0,0
16 1b,18,1,341,left,19,triangle,0.964,0,0
16 1b,18,1,554,right,19,triangle,1.228,1,0
16 1b,18,1,345,right,31,triangle,0.965,1,0
16 1b,18,1,186,right,31,triangle,0.875,1,0
16 1b,18,1,516,left,31,triangle,1.324,0,0
16 1b,18,1,348,left,31,triangle,1.022,0,0
16 1b,18,1,315,left,31,triangle,0.957,0,0
16 1b,18,1,216,right,31,triangle,1.4,1,0
16 2a,11,2,626,right,0,blue circle,0.576,1,0
16 2a,11,2,324,right,0,blue circle,0.644,1,0
16 2a,11,2,615,right,0,blue circle,0.557,1,0
16 2a,11,2,101,left,0,blue circle,0.752,0,0
16 2a,11,2,402,right,0,blue circle,0.477,1,0
16 2a,11,2,525,right,0,blue circle,0.405,1,0
16 2a,11,2,248,left,1,blue circle,0.47,0,0
16 2a,11,2,92,left,1,blue circle,0.743,0,0
16 2a,11,2,413,left,1,blue circle,0.502,0,0
16 2a,11,2,549,left,1,blue circle,0.558,0,0
16 2a,11,2,582,right,1,blue circle,0.542,1,0
16 2a,11,2,510,left,1,blue circle,1.02,0,0
16 2a,11,2,375,right,4,blue circle,0.514,1,0
16 2a,11,2,410,left,4,blue circle,0.49,0,0
16 2a,11,2,66,right,4,blue circle,0.587,1,0
16 2a,11,2,208,right,4,blue circle,0.433,1,0
16 2a,11,2,345,left,4,blue circle,0.634,0,0
16 2a,11,2,448,right,4,blue circle,0.497,1,0
16 2a,11,2,175,left,9,blue circle,0.57,0,0
16 2a,11,2,185,right,9,blue circle,0.453,1,0
16 2a,11,2,366,right,9,blue circle,0.63,1,0
16 2a,11,2,480,right,9,blue circle,0.494,1,0
16 2a,11,2,197,right,9,blue circle,0.494,1,0
16 2a,11,2,209,left,9,blue circle,0.56,0,0
16 2a,11,2,307,left,19,blue circle,0.565,0,0
16 2a,11,2,358,right,19,blue circle,0.539,1,0
16 2a,11,2,184,left,19,blue circle,0.581,0,0
16 2a,11,2,194,left,19,blue circle,0.499,0,0
16 2a,11,2,541,right,19,blue circle,0.618,1,0
16 2a,11,2,292,right,19,blue circle,0.412,1,0
16 2a,11,2,306,right,31,blue circle,0.545,1,0
16 2a,11,2,608,left,31,blue circle,0.503,0,0
16 2a,11,2,516,right,31,blue circle,0.531,1,0
16 2a,11,2,571,left,31,blue circle,0.551,0,0
16 2a,11,2,515,right,31,blue circle,0.599,1,0
16 2a,11,2,385,left,31,blue circle,1.166,0,0
16 2a,11,2,243,left,0,orange diamond,0.396,0,0
16 2a,11,2,507,left,0,orange diamond,0.472,0,0
16 2a,11,2,354,left,0,orange diamond,0.494,0,0
16 2a,11,2,319,left,0,orange diamond,0.653,0,0
16 2a,11,2,404,left,0,orange diamond,0.407,0,0
16 2a,11,2,308,left,0,orange diamond,0.698,0,0
16 2a,11,2,190,right,1,orange diamond,0.576,1,0
16 2a,11,2,204,left,1,orange diamond,0.498,0,0
16 2a,11,2,87,left,1,orange diamond,0.581,0,0
16 2a,11,2,255,right,1,orange diamond,0.477,1,0
16 2a,11,2,105,right,1,orange diamond,0.476,1,0
16 2a,11,2,460,right,1,orange diamond,0.864,1,0
16 2a,11,2,64,left,4,orange diamond,0.491,0,0
16 2a,11,2,289,right,4,orange diamond,0.491,1,0
16 2a,11,2,140,right,4,orange diamond,0.609,1,0
16 2a,11,2,444,right,4,orange diamond,0.547,1,0
16 2a,11,2,12,right,4,orange diamond,0.621,1,0
16 2a,11,2,42,right,4,orange diamond,0.494,1,0
16 2a,11,2,494,right,9,orange diamond,0.501,1,0
16 2a,11,2,332,right,9,orange diamond,0.478,1,0
16 2a,11,2,254,left,9,orange diamond,0.564,0,0
16 2a,11,2,207,left,9,orange diamond,0.378,0,0
16 2a,11,2,179,left,9,orange diamond,0.638,0,0
16 2a,11,2,231,right,9,orange diamond,0.677,1,0
16 2a,11,2,51,left,19,orange diamond,0.504,0,0
16 2a,11,2,554,right,19,orange diamond,0.785,1,0
16 2a,11,2,481,right,19,orange diamond,0.58,1,0
16 2a,11,2,607,left,19,orange diamond,0.498,0,0
16 2a,11,2,527,right,19,orange diamond,0.513,1,0
16 2a,11,2,500,right,19,orange diamond,0.452,1,0
16 2a,11,2,164,right,31,orange diamond,0.51,1,0
16 2a,11,2,617,left,31,orange diamond,0.42,0,0
16 2a,11,2,547,left,31,orange diamond,0.55,0,0
16 2a,11,2,160,right,31,orange diamond,0.492,1,0
16 2a,11,2,365,right,31,orange diamond,0.745,1,0
16 2a,11,2,409,left,31,orange diamond,0.53,0,0
16 2a,11,2,299,right,0,yellow triangle,0.783,1,0
16 2a,11,2,344,right,0,yellow triangle,0.575,1,0
16 2a,11,2,370,left,0,yellow triangle,0.386,0,0
16 2a,11,2,507,left,0,yellow triangle,0.472,0,0
16 2a,11,2,286,right,0,yellow triangle,0.612,1,0
16 2a,11,2,319,left,0,yellow triangle,0.653,0,0
16 2a,11,2,223,right,1,yellow triangle,0.542,1,0
16 2a,11,2,312,right,1,yellow triangle,0.438,1,0
16 2a,11,2,187,left,1,yellow triangle,0.635,0,0
16 2a,11,2,383,right,1,yellow triangle,0.719,1,0
16 2a,11,2,598,left,1,yellow triangle,0.565,0,0
16 2a,11,2,77,right,1,yellow triangle,0.887,1,0
16 2a,11,2,40,left,4,yellow triangle,0.425,0,0
16 2a,11,2,585,left,4,yellow triangle,0.4,0,0
16 2a,11,2,426,right,4,yellow triangle,0.58,1,0
16 2a,11,2,52,right,4,yellow triangle,0.698,1,0
16 2a,11,2,214,left,4,yellow triangle,0.447,0,0
16 2a,11,2,561,right,4,yellow triangle,0.502,1,0
16 2a,11,2,521,left,9,yellow triangle,0.825,0,0
16 2a,11,2,106,right,9,yellow triangle,0.488,1,0
16 2a,11,2,487,left,9,yellow triangle,0.536,0,0
16 2a,11,2,141,left,9,yellow triangle,0.686,0,0
16 2a,11,2,94,left,9,yellow triangle,0.503,0,0
16 2a,11,2,619,left,9,yellow triangle,0.419,0,0
16 2a,11,2,408,left,19,yellow triangle,0.57,0,0
16 2a,11,2,275,left,19,yellow triangle,0.488,0,0
16 2a,11,2,382,right,19,yellow triangle,0.658,1,0
16 2a,11,2,291,left,19,yellow triangle,0.446,0,0
16 2a,11,2,424,left,19,yellow triangle,0.542,0,0
16 2a,11,2,31,right,19,yellow triangle,0.49,1,0
16 2a,11,2,638,right,31,yellow triangle,0.483,1,0
16 2a,11,2,326,right,31,yellow triangle,0.58,1,0
16 2a,11,2,11,right,31,yellow triangle,0.438,1,0
16 2a,11,2,268,left,31,yellow triangle,0.458,0,0
16 2a,11,2,348,left,31,yellow triangle,0.495,0,0
16 2a,11,2,93,right,31,yellow triangle,0.526,1,0
16 2b,15,2,107,left,0,blue triangle,0.442,0,0
16 2b,15,2,228,left,0,blue triangle,0.405,0,0
16 2b,15,2,319,left,0,blue triangle,0.412,0,0
16 2b,15,2,104,right,0,blue triangle,0.376,1,0
16 2b,15,2,333,right,0,blue triangle,0.585,1,0
16 2b,15,2,121,left,0,blue triangle,0.539,0,0
16 2b,15,2,391,right,1,blue triangle,0.78,1,0
16 2b,15,2,169,right,1,blue triangle,0.459,1,0
16 2b,15,2,585,left,1,blue triangle,0.436,0,0
16 2b,15,2,313,left,1,blue triangle,0.517,0,0
16 2b,15,2,239,left,1,blue triangle,0.59,0,0
16 2b,15,2,268,left,1,blue triangle,0.464,0,0
16 2b,15,2,308,right,4,blue triangle,0.549,1,0
16 2b,15,2,250,left,4,blue triangle,0.489,0,0
16 2b,15,2,381,left,4,blue triangle,0.533,0,0
16 2b,15,2,135,right,4,blue triangle,0.624,1,0
16 2b,15,2,412,right,4,blue triangle,0.652,1,0
16 2b,15,2,316,right,4,blue triangle,0.608,1,0
16 2b,15,2,257,left,9,blue triangle,0.402,0,0
16 2b,15,2,448,right,9,blue triangle,0.503,1,0
16 2b,15,2,598,right,9,blue triangle,0.53,1,0
16 2b,15,2,4,left,9,blue triangle,0.756,0,0
16 2b,15,2,601,right,9,blue triangle,0.757,1,0
16 2b,15,2,548,right,9,blue triangle,0.534,1,0
16 2b,15,2,358,left,19,blue triangle,0.738,0,0
16 2b,15,2,610,right,19,blue triangle,0.605,1,0
16 2b,15,2,557,left,19,blue triangle,0.776,0,0
16 2b,15,2,43,right,19,blue triangle,1.003,1,0
16 2b,15,2,625,right,19,blue triangle,0.546,1,0
16 2b,15,2,227,left,19,blue triangle,0.492,0,0
16 2b,15,2,113,left,31,blue triangle,0.67,0,0
16 2b,15,2,446,right,31,blue triangle,0.78,1,0
16 2b,15,2,202,right,31,blue triangle,0.61,1,0
16 2b,15,2,409,right,31,blue triangle,0.604,1,0
16 2b,15,2,146,right,31,blue triangle,0.536,1,0
16 2b,15,2,491,right,31,blue triangle,0.509,1,0
16 2b,15,2,337,right,0,orange circle,0.552,1,0
16 2b,15,2,243,right,0,orange circle,0.589,1,0
16 2b,15,2,317,left,0,orange circle,0.595,0,0
16 2b,15,2,480,left,0,orange circle,0.408,0,0
16 2b,15,2,458,left,0,orange circle,0.446,0,0
16 2b,15,2,419,left,0,orange circle,0.582,0,0
16 2b,15,2,517,left,1,orange circle,0.338,0,0
16 2b,15,2,637,right,1,orange circle,0.418,1,0
16 2b,15,2,218,left,1,orange circle,0.427,0,0
16 2b,15,2,62,right,1,orange circle,0.465,1,0
16 2b,15,2,125,right,1,orange circle,0.587,1,0
16 2b,15,2,224,left,1,orange circle,0.594,0,0
16 2b,15,2,564,right,4,orange circle,0.461,1,0
16 2b,15,2,241,right,4,orange circle,0.644,1,0
16 2b,15,2,427,right,4,orange circle,0.434,1,0
16 2b,15,2,178,right,4,orange circle,0.506,1,0
16 2b,15,2,583,right,4,orange circle,0.402,1,0
16 2b,15,2,400,left,4,orange circle,0.67,0,0
16 2b,15,2,492,left,9,orange circle,0.531,0,0
16 2b,15,2,149,left,9,orange circle,0.509,0,0
16 2b,15,2,471,right,9,orange circle,0.446,1,0
16 2b,15,2,212,left,9,orange circle,0.503,0,0
16 2b,15,2,466,right,9,orange circle,0.39,1,0
16 2b,15,2,565,right,9,orange circle,0.585,1,0
16 2b,15,2,190,left,19,orange circle,0.471,0,0
16 2b,15,2,48,left,19,orange circle,0.437,0,0
16 2b,15,2,487,right,19,orange circle,0.391,1,0
16 2b,15,2,242,left,19,orange circle,0.486,0,0
16 2b,15,2,261,right,19,orange circle,0.692,1,0
16 2b,15,2,618,right,19,orange circle,0.464,1,0
16 2b,15,2,452,left,31,orange circle,0.417,0,0
16 2b,15,2,23,right,31,orange circle,0.455,1,0
16 2b,15,2,416,right,31,orange circle,0.477,1,0
16 2b,15,2,346,right,31,orange circle,0.527,1,0
16 2b,15,2,187,right,31,orange circle,0.629,1,0
16 2b,15,2,627,right,31,orange circle,0.464,1,0
16 2b,15,2,79,left,0,yellow diamond,0.415,0,0
16 2b,15,2,480,left,0,yellow diamond,0.408,0,0
16 2b,15,2,438,right,0,yellow diamond,0.423,1,0
16 2b,15,2,334,left,0,yellow diamond,0.508,0,0
16 2b,15,2,203,left,0,yellow diamond,0.365,0,0
16 2b,15,2,94,right,0,yellow diamond,0.367,1,0
16 2b,15,2,127,left,1,yellow diamond,0.498,0,0
16 2b,15,2,639,right,1,yellow diamond,0.673,1,0
16 2b,15,2,266,left,1,yellow diamond,0.478,0,0
16 2b,15,2,273,right,1,yellow diamond,0.431,1,0
16 2b,15,2,285,right,1,yellow diamond,0.441,1,0
16 2b,15,2,631,right,1,yellow diamond,0.441,1,0
16 2b,15,2,579,left,4,yellow diamond,0.374,0,0
16 2b,15,2,604,right,4,yellow diamond,0.497,1,0
16 2b,15,2,537,right,4,yellow diamond,0.588,1,0
16 2b,15,2,140,left,4,yellow diamond,0.412,0,0
16 2b,15,2,260,right,4,yellow diamond,0.612,1,0
16 2b,15,2,150,left,4,yellow diamond,0.534,0,0
16 2b,15,2,380,right,9,yellow diamond,0.455,1,0
16 2b,15,2,459,left,9,yellow diamond,0.421,0,0
16 2b,15,2,156,right,9,yellow diamond,0.438,1,0
16 2b,15,2,503,right,9,yellow diamond,0.504,1,0
16 2b,15,2,361,right,9,yellow diamond,0.611,1,0
16 2b,15,2,98,left,9,yellow diamond,0.417,0,0
16 2b,15,2,289,right,19,yellow diamond,0.541,1,0
16 2b,15,2,172,left,19,yellow diamond,0.425,0,0
16 2b,15,2,229,left,19,yellow diamond,0.423,0,0
16 2b,15,2,309,left,19,yellow diamond,0.415,0,0
16 2b,15,2,51,right,19,yellow diamond,0.516,1,0
16 2b,15,2,582,left,19,yellow diamond,0.442,0,0
16 2b,15,2,508,right,31,yellow diamond,0.475,1,0
16 2b,15,2,37,left,31,yellow diamond,0.582,0,0
16 2b,15,2,177,right,31,yellow diamond,0.446,1,0
16 2b,15,2,105,left,31,yellow diamond,0.499,0,0
16 2b,15,2,326,right,31,yellow diamond,0.541,1,0
16 2b,15,2,472,right,31,yellow diamond,0.54,1,0
16 3a,20,3,624,right,0,blue,0.376,1,0
16 3a,20,3,491,right,0,blue,0.56,1,0
16 3a,20,3,621,right,0,blue,0.634,1,0
16 3a,20,3,475,right,0,blue,0.511,1,0
16 3a,20,3,193,left,0,blue,0.478,0,0
16 3a,20,3,620,left,0,blue,0.91,0,0
16 3a,20,3,529,right,1,blue,0.631,1,0
16 3a,20,3,211,left,1,blue,0.468,0,0
16 3a,20,3,56,right,1,blue,1.345,1,0
16 3a,20,3,498,left,1,blue,0.444,0,0
16 3a,20,3,459,right,1,blue,0.468,1,0
16 3a,20,3,612,left,1,blue,0.909,0,0
16 3a,20,3,486,right,4,blue,1.181,1,0
16 3a,20,3,411,right,4,blue,0.743,1,0
16 3a,20,3,117,left,4,blue,0.446,0,0
16 3a,20,3,546,left,4,blue,0.526,0,0
16 3a,20,3,137,right,4,blue,0.619,1,0
16 3a,20,3,443,left,4,blue,1.293,0,0
16 3a,20,3,488,right,9,blue,0.493,1,0
16 3a,20,3,574,right,9,blue,0.67,1,0
16 3a,20,3,270,left,9,blue,0.623,0,0
16 3a,20,3,552,left,9,blue,1.048,0,0
16 3a,20,3,640,right,9,blue,0.713,1,0
16 3a,20,3,96,left,9,blue,0.399,0,0
16 3a,20,3,54,right,19,blue,0.808,1,0
16 3a,20,3,478,left,19,blue,0.783,0,0
16 3a,20,3,265,right,19,blue,1.111,1,0
16 3a,20,3,158,right,19,blue,0.707,1,0
16 3a,20,3,104,left,19,blue,0.387,0,0
16 3a,20,3,99,left,19,blue,0.487,0,0
16 3a,20,3,237,left,31,blue,0.58,0,0
16 3a,20,3,427,right,31,blue,0.782,1,0
16 3a,20,3,182,left,31,blue,0.619,0,0
16 3a,20,3,422,right,31,blue,0.499,1,0
16 3a,20,3,496,right,31,blue,0.833,1,0
16 3a,20,3,10,left,31,blue,0.558,0,0
16 3a,20,3,15,left,0,orange,0.482,0,0
16 3a,20,3,300,left,0,orange,0.422,0,0
16 3a,20,3,206,right,0,orange,0.516,1,0
16 3a,20,3,583,left,0,orange,0.834,0,0
16 3a,20,3,30,left,0,orange,0.698,0,0
16 3a,20,3,335,right,0,orange,0.608,1,0
16 3a,20,3,326,left,1,orange,0.792,0,0
16 3a,20,3,409,left,1,orange,0.762,0,0
16 3a,20,3,354,right,1,orange,0.537,1,0
16 3a,20,3,444,left,1,orange,0.431,0,0
16 3a,20,3,92,left,1,orange,0.4,0,0
16 3a,20,3,38,right,1,orange,0.815,1,0
16 3a,20,3,329,left,4,orange,0.481,0,0
16 3a,20,3,154,right,4,orange,0.471,1,0
16 3a,20,3,511,left,4,orange,0.386,0,0
16 3a,20,3,81,left,4,orange,0.492,0,0
16 3a,20,3,351,left,4,orange,0.4,0,0
16 3a,20,3,482,right,4,orange,1.276,1,0
16 3a,20,3,464,left,9,orange,0.84,0,0
16 3a,20,3,222,right,9,orange,0.675,1,0
16 3a,20,3,160,left,9,orange,0.721,0,0
16 3a,20,3,250,right,9,orange,0.57,1,0
16 3a,20,3,77,right,9,orange,0.98,1,0
16 3a,20,3,636,left,9,orange,0.543,0,0
16 3a,20,3,2,right,19,orange,0.558,1,0
16 3a,20,3,389,left,19,orange,0.815,0,0
16 3a,20,3,421,left,19,orange,0.756,0,0
16 3a,20,3,591,right,19,orange,0.734,1,0
16 3a,20,3,60,right,19,orange,0.593,1,0
16 3a,20,3,75,left,19,orange,0.589,0,0
16 3a,20,3,597,left,31,orange,0.608,0,0
16 3a,20,3,634,right,31,orange,0.694,1,0
16 3a,20,3,570,left,31,orange,1.545,0,0
16 3a,20,3,579,left,31,orange,0.67,0,0
16 3a,20,3,575,right,31,orange,0.569,1,0
