exp1b_trial_0_colour1_distractors1_r.png,target,-28,-111
exp1b_trial_0_colour1_distractors1_r.png,['distractor_11'],121,-30
exp1b_trial_1_colour1_distractors4_r.png,['distractor_6'],-383,-110
exp1b_trial_1_colour1_distractors4_r.png,['distractor_16'],282,-278
exp1b_trial_1_colour1_distractors4_r.png,['distractor_20'],-115,22
exp1b_trial_1_colour1_distractors4_r.png,target,-275,276
exp1b_trial_1_colour1_distractors4_r.png,['distractor_30'],209,55
exp1b_trial_2_colour1_distractors9_r.png,['distractor_0'],-111,-31
exp1b_trial_2_colour1_distractors9_r.png,['distractor_13'],153,-147
exp1b_trial_2_colour1_distractors9_r.png,['distractor_14'],201,-53
exp1b_trial_2_colour1_distractors9_r.png,target,105,-373
exp1b_trial_2_colour1_distractors9_r.png,['distractor_18'],-28,110
exp1b_trial_2_colour1_distractors9_r.png,['distractor_21'],-51,207
exp1b_trial_2_colour1_distractors9_r.png,['distractor_23'],-209,59
exp1b_trial_2_colour1_distractors9_r.png,['distractor_29'],34,116
exp1b_trial_2_colour1_distractors9_r.png,['distractor_33'],378,108
exp1b_trial_2_colour1_distractors9_r.png,['distractor_34'],279,278
exp1b_trial_3_colour1_distractors19_r.png,['distractor_1'],-79,-80
exp1b_trial_3_colour1_distractors19_r.png,['distractor_2'],-30,-108
exp1b_trial_3_colour1_distractors19_r.png,['distractor_7'],-278,-288
exp1b_trial_3_colour1_distractors19_r.png,['distractor_10'],84,-75
exp1b_trial_3_colour1_distractors19_r.png,['distractor_12'],52,-208
exp1b_trial_3_colour1_distractors19_r.png,['distractor_14'],207,-53
exp1b_trial_3_colour1_distractors19_r.png,['distractor_17'],384,-109
exp1b_trial_3_colour1_distractors19_r.png,['distractor_19'],-79,75
exp1b_trial_3_colour1_distractors19_r.png,['distractor_20'],-108,31
exp1b_trial_3_colour1_distractors19_r.png,['distractor_21'],-57,204
exp1b_trial_3_colour1_distractors19_r.png,target,-149,156
exp1b_trial_3_colour1_distractors19_r.png,['distractor_23'],-209,51
exp1b_trial_3_colour1_distractors19_r.png,['distractor_27'],110,30
exp1b_trial_3_colour1_distractors19_r.png,['distractor_28'],84,83
exp1b_trial_3_colour1_distractors19_r.png,['distractor_29'],29,109
exp1b_trial_3_colour1_distractors19_r.png,['distractor_31'],151,151
exp1b_trial_3_colour1_distractors19_r.png,['distractor_32'],55,202
exp1b_trial_3_colour1_distractors19_r.png,['distractor_33'],385,100
exp1b_trial_3_colour1_distractors19_r.png,['distractor_34'],277,279
exp1b_trial_3_colour1_distractors19_r.png,['distractor_35'],110,379
exp1b_trial_4_colour1_distractors31_r.png,['distractor_0'],-113,-29
exp1b_trial_4_colour1_distractors31_r.png,['distractor_1'],-80,-79
exp1b_trial_4_colour1_distractors31_r.png,['distractor_2'],-29,-113
exp1b_trial_4_colour1_distractors31_r.png,['distractor_3'],-206,-55
exp1b_trial_4_colour1_distractors31_r.png,['distractor_4'],-151,-151
exp1b_trial_4_colour1_distractors31_r.png,['distractor_5'],-58,-208
exp1b_trial_4_colour1_distractors31_r.png,['distractor_6'],-382,-96
exp1b_trial_4_colour1_distractors31_r.png,['distractor_7'],-278,-290
exp1b_trial_4_colour1_distractors31_r.png,['distractor_8'],-103,-380
exp1b_trial_4_colour1_distractors31_r.png,['distractor_9'],31,-115
exp1b_trial_4_colour1_distractors31_r.png,['distractor_10'],86,-76
exp1b_trial_4_colour1_distractors31_r.png,['distractor_11'],118,-32
exp1b_trial_4_colour1_distractors31_r.png,['distractor_12'],60,-203
exp1b_trial_4_colour1_distractors31_r.png,['distractor_13'],152,-157
exp1b_trial_4_colour1_distractors31_r.png,['distractor_14'],207,-55
exp1b_trial_4_colour1_distractors31_r.png,['distractor_15'],104,-385
exp1b_trial_4_colour1_distractors31_r.png,['distractor_16'],275,-286
exp1b_trial_4_colour1_distractors31_r.png,['distractor_17'],378,-104
