text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
110.68517761188559,None,space,0.5852005237829871,111.65294321696274,None,1,001,2020_Oct_13_1440,searchDisc,2020.2.2,59.77985821642791,
