text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.809304336376954,None,space,0.4630571491434239,9.777193460788112,None,2,001,2020_Oct_13_1442,searchDisc,2020.2.2,59.94291546637232,
