ImageFile,targ_side,correctAnswer,n,image.started_mean,image.started_raw,image.started_std,image.stopped_raw,key_resp_4.corr_mean,key_resp_4.corr_raw,key_resp_4.corr_std,key_resp_4.keys_raw,key_resp_4.rt_mean,key_resp_4.rt_raw,key_resp_4.rt_std,key_resp_4.started_mean,key_resp_4.started_raw,key_resp_4.started_std,key_resp_4.stopped_raw,order
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,1.0,44.81572341918945,44.81572341918945,0.0,,1.0,1.0,0.0,'2',0.8450030088424683,0.8450030088424683,0.0,44.81572341918945,44.81572341918945,0.0,,1.0
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,1.0,60.247493743896484,60.247493743896484,0.0,,1.0,1.0,0.0,'2',0.7177134156227112,0.7177134156227112,0.0,60.247493743896484,60.247493743896484,0.0,,18.0
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,1.0,47.40149688720703,47.40149688720703,0.0,,1.0,1.0,0.0,'2',0.8112825751304626,0.8112825751304626,0.0,47.40149688720703,47.40149688720703,0.0,,4.0
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,1.0,59.39662170410156,59.39662170410156,0.0,,1.0,1.0,0.0,'2',0.7524332404136658,0.7524332404136658,0.0,59.39662170410156,59.39662170410156,0.0,,17.0
images/exp1a_trial_4_colour1_distractors31_r.png,r,2,1.0,53.724449157714844,53.724449157714844,0.0,,1.0,1.0,0.0,'2',0.9205127358436584,0.9205127358436584,0.0,53.724449157714844,53.724449157714844,0.0,,11.0
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,1.0,55.759822845458984,55.759822845458984,0.0,,1.0,1.0,0.0,'2',0.7409734725952148,0.7409734725952148,0.0,55.759822845458984,55.759822845458984,0.0,,13.0
images/exp1a_trial_6_colour2_distractors4_r.png,r,2,1.0,54.7590217590332,54.7590217590332,0.0,,1.0,1.0,0.0,'2',0.9018440246582031,0.9018440246582031,0.0,54.7590217590332,54.7590217590332,0.0,,12.0
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,1.0,41.79595184326172,41.79595184326172,0.0,,1.0,1.0,0.0,'2',2.888977527618408,2.888977527618408,0.0,41.79595184326172,41.79595184326172,0.0,,0.0
images/exp1a_trial_8_colour2_distractors19_r.png,r,2,1.0,58.4957389831543,58.4957389831543,0.0,,1.0,1.0,0.0,'2',0.7972452044487,0.7972452044487,0.0,58.4957389831543,58.4957389831543,0.0,,16.0
images/exp1a_trial_9_colour2_distractors31_r.png,r,2,1.0,51.72240447998047,51.72240447998047,0.0,,1.0,1.0,0.0,'2',0.9144096970558167,0.9144096970558167,0.0,51.72240447998047,51.72240447998047,0.0,,9.0
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,1.0,49.069881439208984,49.069881439208984,0.0,,1.0,1.0,0.0,'2',0.9269389510154724,0.9269389510154724,0.0,49.069881439208984,49.069881439208984,0.0,,6.0
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,1.0,61.08172607421875,61.08172607421875,0.0,,1.0,1.0,0.0,'2',0.8751011490821838,0.8751011490821838,0.0,61.08172607421875,61.08172607421875,0.0,,19.0
images/exp1a_trial_12_colour3_distractors9_r.png,r,2,1.0,46.60064697265625,46.60064697265625,0.0,,1.0,1.0,0.0,'2',0.6921289563179016,0.6921289563179016,0.0,46.60064697265625,46.60064697265625,0.0,,3.0
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,1.0,48.319026947021484,48.319026947021484,0.0,,0.0,0.0,0.0,'1',0.6457214951515198,0.6457214951515198,0.0,48.319026947021484,48.319026947021484,0.0,,5.0
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,1.0,50.971675872802734,50.971675872802734,0.0,,1.0,1.0,0.0,'2',0.6411474347114563,0.6411474347114563,0.0,50.971675872802734,50.971675872802734,0.0,,8.0
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,1.0,56.610557556152344,56.610557556152344,0.0,,1.0,1.0,0.0,'1',0.8502669930458069,0.8502669930458069,0.0,56.610557556152344,56.610557556152344,0.0,,14.0
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,1.0,57.56163787841797,57.56163787841797,0.0,,1.0,1.0,0.0,'1',0.8272172212600708,0.8272172212600708,0.0,57.56163787841797,57.56163787841797,0.0,,15.0
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,1.0,50.10416030883789,50.10416030883789,0.0,,1.0,1.0,0.0,'1',0.7647548317909241,0.7647548317909241,0.0,50.10416030883789,50.10416030883789,0.0,,7.0
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,1.0,45.783226013183594,45.783226013183594,0.0,,1.0,1.0,0.0,'1',0.7095550894737244,0.7095550894737244,0.0,45.783226013183594,45.783226013183594,0.0,,2.0
images/exp1a_trial_19_colour1_distractors31_l.png,l,1,1.0,52.74003219604492,52.74003219604492,0.0,,1.0,1.0,0.0,'1',0.8569636344909668,0.8569636344909668,0.0,52.74003219604492,52.74003219604492,0.0,,10.0

extraInfo
participant,1
session,001
date,2020_Oct_13_1443
expName,searchDisc
psychopyVersion,2020.2.2
frameRate,59.91096796206638
