ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,key_resp_7.rt,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.785731657058932,None,space,0.5487280705128796,11.753607341554016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
,,,,,,,,,,,,,,,,,12.337335872813128,None,space,1.3492849316680804,13.305148517654743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,0,0,0,16,,,,,,,,,,,,,,,,,12.337335872813128,None,12.337335872813128,None,14.823036746063735,None,2,0,0.751493752351962,14.823036746063735,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,1,1,3,,,,,,,,,,,,,,,,,,,,,15.69075294333743,None,2,1,0.09162385092349723,15.69075294333743,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,15.940978222177364,None,2,1,0.025818107766099274,15.940978222177364,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,0,3,3,13,,,,,,,,,,,,,,,,,,,,,16.107620248978492,None,2,1,0.026823542662896216,16.107620248978492,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,0,4,4,17,,,,,,,,,,,,,,,,,,,,,16.25776348024374,None,2,0,0.044533531938213855,16.25776348024374,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,0,5,5,14,,,,,,,,,,,,,,,,,,,,,16.458198934036773,None,2,1,0.02017749671358615,16.458198934036773,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,0,6,6,15,,,,,,,,,,,,,,,,,,,,,16.60818248608848,None,2,0,0.03835500363493338,16.60818248608848,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,0,7,7,0,,,,,,,,,,,,,,,,,,,,,16.774943552270997,None,2,1,0.04746567702386528,16.774943552270997,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_6_colour2_distractors4_r.png,r,2,0,8,8,6,,,,,,,,,,,,,,,,,,,,,16.941769258119166,None,2,1,0.0568550688913092,16.941769258119166,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_19_colour1_distractors31_l.png,l,1,0,9,9,19,,,,,,,,,,,,,,,,,,,,,17.125282238528598,None,2,0,0.03325294976821169,17.125282238528598,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,0,10,10,11,,,,,,,,,,,,,,,,,,,,,17.27536851010518,None,2,1,0.05948641541181132,17.27536851010518,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,0,11,11,5,,,,,,,,,,,,,,,,,,,,,17.458909330365714,None,2,1,0.06751261430326849,17.458909330365714,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_8_colour2_distractors19_r.png,r,2,0,12,12,8,,,,,,,,,,,,,,,,,,,,,17.642512870312203,None,2,1,0.05992161319591105,17.642512870312203,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,0,13,13,10,,,,,,,,,,,,,,,,,,,,,17.826154490117915,None,2,1,0.05213125312002376,17.826154490117915,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_9_colour2_distractors31_r.png,r,2,0,14,14,9,,,,,,,,,,,,,,,,,,,,,18.02638994489098,None,2,1,0.027987376670353115,18.02638994489098,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,0,15,15,7,,,,,,,,,,,,,,,,,,,,,18.17632677720394,None,2,1,0.05420612246962264,18.17632677720394,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
images/exp1a_trial_12_colour3_distractors9_r.png,r,2,0,16,16,12,,,,,,,,,,,,,,,,,,,,,18.360011276730802,None,2,1,0.06227936112554744,18.360011276730802,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,10,001,2020_Oct_15_0839,searchDisc3,2020.2.2,59.90740757049251,
