text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.495651862293016,None,space,0.09208752849372104,13.450670972582884,None,2,001,2020_Oct_13_1415,searchDisc,2020.2.2,59.906718517388725,
