trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ImageFile,targ_side,correctAnswer,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,9.680230699945241,None,1,2.253402700065635,9.680230699945241,None,,,,,,,
