text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.892761509050615,None,space,3.1950278014992364,21.864612213219516,None,1,001,2020_Oct_13_1436,searchDisc,2020.2.2,59.92142183927084,
