trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,ImageFile,targ_side,correctAnswer,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.8349781248834915,None,space,3.9032491353573278,7.8349781248834915,None,2,001,2020_Oct_13_1248,searchDisc,2020.2.2,59.94257051884881,
