text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.440547504345886,None,space,1.414826356107369,13.395623894408345,None,1,001,2020_Oct_13_1425,searchDisc,2020.2.2,59.913839559936406,
