trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,ImageFile,targ_side,correctAnswer,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_2.started,image_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.628148783871438,None,space,11.703118000063114,12.58328533358872,None,,,1,001,2020_Oct_13_1400,searchDisc,2020.2.2,59.87400658678265,
,,,,,,,,,,,,,7.628148783871438,None,,,,,,,
