text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.517441190721001,None,space,28.548256392939948,14.489007736323401,None,1,001,2020_Oct_13_1435,searchDisc,2020.2.2,59.94119078936831,
