ImageFile,targ_side,correctAnswer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/exp1a_trial_22_colour2_distractors9_l.png,l,1,0,0,0,22,8.917664500069804,None,2,2.0798278000438586,8.917664500069804,None,11.024441300076433,None,space,2.492854499956593,11.024441300076433,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_49_colour1_distractors9_l.png,l,1,0,1,1,49,13.582536700065248,None,2,1.4788944999454543,13.582536700065248,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,0,2,2,15,15.123955700080842,None,1,1.0494451998965815,15.123955700080842,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_59_colour3_distractors9_l.png,l,1,0,3,3,59,16.255768400034867,None,2,0.8856299000326544,16.255768400034867,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_46_colour3_distractors31_r.png,r,2,0,4,4,46,17.212305000051856,None,1,0.8171641000080854,17.212305000051856,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_66_colour1_distractors9_r.png,r,2,0,5,5,66,18.089421899989247,None,2,0.8118714999873191,18.089421899989247,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_67_colour1_distractors19_r.png,r,2,0,6,6,67,18.96387100010179,None,1,0.6414416000479832,18.96387100010179,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_21_colour2_distractors4_l.png,l,1,0,7,7,21,19.668729300028645,None,2,0.44065030000638217,19.668729300028645,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_87_colour2_distractors19_l.png,l,1,0,8,8,87,20.19002730003558,None,1,0.2953490000218153,20.19002730003558,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_4_colour1_distractors31_r.png,r,2,0,9,9,4,20.542789400089532,None,2,0.35059230006299913,20.542789400089532,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
images/exp1a_trial_29_colour3_distractors31_l.png,l,1,0,10,10,29,20.962227900046855,None,1,0.3072262000059709,20.962227900046855,None,None,None,None,,None,None,2,001,2020_Oct_08_1316,searchDisc,2020.2.4,59.95304478071905,
