ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,9.113031101296656,None,space,2.228457390272524,10.080781026394106,None,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
,,,,,,,,,,,,,12.349795969028492,None,space,1.2075960570946336,13.317471654561814,None,,,,,,,,,,,,,,,,,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_9_colour2_distractors31_r.png,r,2,0,0,0,9,,,,,,,,,,,,,12.349795969028492,None,12.349795969028492,None,14.668432417616714,None,2,1,1.9367254439857788,14.668432417616714,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_6_colour2_distractors4_r.png,r,2,0,1,1,6,,,,,,,,,,,,,,,,,16.720497431058902,None,2,1,0.7646079252008349,16.720497431058902,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_19_colour1_distractors31_l.png,l,1,0,2,2,19,,,,,,,,,,,,,,,,,17.604759143607225,None,1,1,1.0483239126042463,17.604759143607225,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,0,3,3,1,,,,,,,,,,,,,,,,,18.75583933008602,None,2,1,0.6494129950297065,18.75583933008602,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,0,4,4,11,,,,,,,,,,,,,,,,,19.50661500613205,None,2,1,0.818567328969948,19.50661500613205,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,0,5,5,15,,,,,,,,,,,,,,,,,20.4241517483606,None,1,1,0.6769178141839802,20.4241517483606,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,0,6,6,13,,,,,,,,,,,,,,,,,21.2083326933207,None,2,1,0.9488709818106145,21.2083326933207,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,0,7,7,0,,,,,,,,,,,,,,,,,22.259325712220743,None,2,1,0.6818905887193978,22.259325712220743,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,0,8,8,10,,,,,,,,,,,,,,,,,23.043332578148693,None,2,1,1.009781069937162,23.043332578148693,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,0,9,9,14,,,,,,,,,,,,,,,,,24.161167174810544,None,2,1,0.8679933159146458,24.161167174810544,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,0,10,10,18,,,,,,,,,,,,,,,,,25.145603734476026,None,1,1,0.6514616245403886,25.145603734476026,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,0,11,11,5,,,,,,,,,,,,,,,,,25.896207251411397,None,2,1,0.6129098219098523,25.896207251411397,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_8_colour2_distractors19_r.png,r,2,0,12,12,8,,,,,,,,,,,,,,,,,26.613677497953176,None,2,1,0.6073991301236674,26.613677497953176,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,13,13,3,,,,,,,,,,,,,,,,,27.33095894550206,None,1,0,0.6742061480763368,27.33095894550206,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,0,14,14,7,,,,,,,,,,,,,,,,,28.115077490801923,None,2,1,0.6659978700918145,28.115077490801923,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,0,15,15,2,,,,,,,,,,,,,,,,,28.882464921742212,None,2,1,0.6266607915167697,28.882464921742212,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,0,16,16,17,,,,,,,,,,,,,,,,,29.616696042532567,None,1,1,0.6922914955066517,29.616696042532567,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_12_colour3_distractors9_r.png,r,2,0,17,17,12,,,,,,,,,,,,,,,,,30.41742954275105,None,2,1,0.8278012016089633,30.41742954275105,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_4_colour1_distractors31_r.png,r,2,0,18,18,4,,,,,,,,,,,,,,,,,31.351588919875212,None,2,1,0.6935346890822984,31.351588919875212,None,None,None,None,None,None,,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,0,19,19,16,,,,,,,,,,,,,,,,,32.15238321979996,None,1,1,0.772990282275714,32.15238321979996,None,32.95333239890169,None,space,32.95333239890169,None,1.203925035893917,1,001,2020_Oct_13_1556,searchDisc2,2020.2.2,59.909589707902434,
