ImageFile,targ_side,correctAnswer,n,image.started_mean,image.started_raw,image.started_std,image.stopped_raw,key_resp_4.corr_mean,key_resp_4.corr_raw,key_resp_4.corr_std,key_resp_4.keys_raw,key_resp_4.rt_mean,key_resp_4.rt_raw,key_resp_4.rt_std,key_resp_4.started_mean,key_resp_4.started_raw,key_resp_4.started_std,key_resp_4.stopped_raw,key_resp_7.keys_raw,key_resp_7.rt_mean,key_resp_7.rt_raw,key_resp_7.rt_std,key_resp_7.started_raw,key_resp_7.stopped_raw,text_4.started_raw,text_4.stopped_raw,order
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,1.0,16.774944305419922,16.774944305419922,0.0,,1.0,1.0,0.0,'2',0.04746567830443382,0.04746567830443382,0.0,16.774944305419922,16.774944305419922,0.0,,,,,,,,,,7.0
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,1.0,18.710147857666016,18.710147857666016,0.0,,1.0,1.0,0.0,'2',0.07245083153247833,0.07245083153247833,0.0,18.710147857666016,18.710147857666016,0.0,,,,,,,,,,18.0
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,1.0,15.940978050231934,15.940978050231934,0.0,,1.0,1.0,0.0,'2',0.025818107649683952,0.025818107649683952,0.0,15.940978050231934,15.940978050231934,0.0,,,,,,,,,,2.0
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,1.0,15.690752983093262,15.690752983093262,0.0,,1.0,1.0,0.0,'2',0.09162385016679764,0.09162385016679764,0.0,15.690752983093262,15.690752983093262,0.0,,,,,,,,,,1.0
images/exp1a_trial_4_colour1_distractors31_r.png,r,2,1.0,18.543292999267578,18.543292999267578,0.0,,1.0,1.0,0.0,'2',0.03915980085730553,0.03915980085730553,0.0,18.543292999267578,18.543292999267578,0.0,,,,,,,,,,17.0
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,1.0,17.45890998840332,17.45890998840332,0.0,,1.0,1.0,0.0,'2',0.0675126165151596,0.0675126165151596,0.0,17.45890998840332,17.45890998840332,0.0,,,,,,,,,,11.0
images/exp1a_trial_6_colour2_distractors4_r.png,r,2,1.0,16.941768646240234,16.941768646240234,0.0,,1.0,1.0,0.0,'2',0.05685506761074066,0.05685506761074066,0.0,16.941768646240234,16.941768646240234,0.0,,,,,,,,,,8.0
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,1.0,18.176326751708984,18.176326751708984,0.0,,1.0,1.0,0.0,'2',0.05420612171292305,0.05420612171292305,0.0,18.176326751708984,18.176326751708984,0.0,,,,,,,,,,15.0
images/exp1a_trial_8_colour2_distractors19_r.png,r,2,1.0,17.642513275146484,17.642513275146484,0.0,,1.0,1.0,0.0,'2',0.059921614825725555,0.059921614825725555,0.0,17.642513275146484,17.642513275146484,0.0,,,,,,,,,,12.0
images/exp1a_trial_9_colour2_distractors31_r.png,r,2,1.0,18.026390075683594,18.026390075683594,0.0,,1.0,1.0,0.0,'2',0.027987375855445862,0.027987375855445862,0.0,18.026390075683594,18.026390075683594,0.0,,,,,,,,,,14.0
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,1.0,17.826154708862305,17.826154708862305,0.0,,1.0,1.0,0.0,'2',0.052131254225969315,0.052131254225969315,0.0,17.826154708862305,17.826154708862305,0.0,,,,,,,,,,13.0
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,1.0,17.275367736816406,17.275367736816406,0.0,,1.0,1.0,0.0,'2',0.05948641523718834,0.05948641523718834,0.0,17.275367736816406,17.275367736816406,0.0,,,,,,,,,,10.0
images/exp1a_trial_12_colour3_distractors9_r.png,r,2,1.0,18.36001205444336,18.36001205444336,0.0,,1.0,1.0,0.0,'2',0.062279362231492996,0.062279362231492996,0.0,18.36001205444336,18.36001205444336,0.0,,,,,,,,,,16.0
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,1.0,16.107620239257812,16.107620239257812,0.0,,1.0,1.0,0.0,'2',0.02682354301214218,0.02682354301214218,0.0,16.107620239257812,16.107620239257812,0.0,,,,,,,,,,3.0
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,1.0,16.45819854736328,16.45819854736328,0.0,,1.0,1.0,0.0,'2',0.02017749659717083,0.02017749659717083,0.0,16.45819854736328,16.45819854736328,0.0,,,,,,,,,,5.0
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,1.0,16.608182907104492,16.608182907104492,0.0,,0.0,0.0,0.0,'2',0.03835500404238701,0.03835500404238701,0.0,16.608182907104492,16.608182907104492,0.0,,,,,,,,,,6.0
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,1.0,14.823037147521973,14.823037147521973,0.0,,0.0,0.0,0.0,'2',0.7514937520027161,0.7514937520027161,0.0,14.823037147521973,14.823037147521973,0.0,,,,,,,,,,0.0
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,1.0,16.257762908935547,16.257762908935547,0.0,,0.0,0.0,0.0,'2',0.04453353211283684,0.04453353211283684,0.0,16.257762908935547,16.257762908935547,0.0,,,,,,,,,,4.0
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,1.0,18.910457611083984,18.910457611083984,0.0,,0.0,0.0,0.0,'2',0.04799943417310715,0.04799943417310715,0.0,18.910457611083984,18.910457611083984,0.0,,'space',1.0117746591567993,1.0117746591567993,0.0,19.010651145479642,,19.010651145479642,,19.0
images/exp1a_trial_19_colour1_distractors31_l.png,l,1,1.0,17.125282287597656,17.125282287597656,0.0,,0.0,0.0,0.0,'2',0.03325295075774193,0.03325295075774193,0.0,17.125282287597656,17.125282287597656,0.0,,,,,,,,,,9.0

extraInfo
participant,10
session,001
date,2020_Oct_15_0839
expName,searchDisc3
psychopyVersion,2020.2.2
frameRate,59.90740757049251
