trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ImageFile,targ_side,correctAnswer,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.585712434374727,10.588815449504182,None,0,7.585712434374727,None,,,,,,,
