text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.237368064641487,None,space,2.6869699226808734,14.209233168745413,None,1,001,2020_Oct_13_1406,searchDisc,2020.2.2,59.95395559080307,
