trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ImageFile,targ_side,correctAnswer,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,20.063224454177544,23.066152430837974,None,0,20.063224454177544,None,,,,,,,
