trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ImageFile,targ_side,correctAnswer,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,10.124995700083673,13.138440800015815,None,0,10.124995700083673,None,,,,,,,
