ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_2.started,image_2.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.477416755631566,None,space,1.4134878028999083,13.432463705772534,None,,,,,,,,,,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,0,0,0,5,,,,,,,8.477416755631566,None,15.00047519756481,None,1,0,1.181591710250359,15.00047519756481,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_12_colour3_distractors9_r.png,r,2,0,1,1,12,,,,,,,,,16.28540749871172,None,2,1,0.40863822773098946,16.28540749871172,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,0,2,2,15,,,,,,,,,16.802307252190076,None,1,1,0.2035682377172634,16.802307252190076,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,0,3,3,16,,,,,,,,,17.11935106891906,None,2,0,0.2705240549403243,17.11935106891906,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,0,4,4,0,,,,,,,,,17.503010544576682,None,1,0,0.15910478541627526,17.503010544576682,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,0,5,5,2,,,,,,,,,17.78668525215471,None,2,1,0.26728375151287764,17.78668525215471,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,0,6,6,17,,,,,,,,,18.153630573418923,None,1,1,0.16437739843968302,18.153630573418923,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_4_colour1_distractors31_r.png,r,2,0,7,7,4,,,,,,,,,18.42057416663738,None,2,1,0.28941739816218615,18.42057416663738,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,8,8,3,,,,,,,,,18.837657151161693,None,1,0,0.16040557873202488,18.837657151161693,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,0,9,9,11,,,,,,,,,19.10454538470367,None,2,1,0.37341792811639607,19.10454538470367,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,0,10,10,14,,,,,,,,,19.588375867519062,None,1,0,0.16154573287349194,19.588375867519062,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,0,11,11,18,,,,,,,,,19.85528106096899,None,1,1,0.7587852350552566,19.85528106096899,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_19_colour1_distractors31_l.png,l,1,0,12,12,19,,,,,,,,,20.72280333924573,None,1,1,0.1790995629853569,20.72280333924573,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,0,13,13,7,,,,,,,,,21.006423327082302,None,2,1,0.11155494884587824,21.006423327082302,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_9_colour2_distractors31_r.png,r,2,0,14,14,9,,,,,,,,,21.22330285666976,None,1,0,0.19880282215308398,21.22330285666976,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,0,15,15,10,,,,,,,,,21.5238069180632,None,2,1,0.1381340127554722,21.5238069180632,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_8_colour2_distractors19_r.png,r,2,0,16,16,8,,,,,,,,,21.773983877210412,None,1,0,0.15989230130799115,21.773983877210412,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_6_colour2_distractors4_r.png,r,2,0,17,17,6,,,,,,,,,22.04079915105831,None,2,1,0.14120919699780643,22.04079915105831,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,0,18,18,1,,,,,,,,,22.29105578979943,None,1,0,0.23484295757953078,22.29105578979943,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,0,19,19,13,,,,,,,,,22.624721281405073,None,2,1,0.26917174184927717,22.624721281405073,None,2,001,2020_Oct_13_1321,searchDisc,2020.2.2,59.95844181745153,
