text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.54363049659878,None,space,0.49260867782868445,16.51548312068917,None,1,001,2020_Oct_13_1436,searchDisc,2020.2.2,59.93613238040158,
