ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,key_resp_7.rt,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.906260639952961,None,space,0.2289809076464735,9.874136324448045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
,,,,,,,,,,,,,,,,,10.140948718355503,None,space,0.9146145171835087,11.108655123680364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,0,0,0,2,,,,,,,,,,,,,,,,,10.140948718355503,None,10.140948718355503,None,12.192803492827807,None,2,1,1.3262812094180845,12.192803492827807,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,0,1,1,13,,,,,,,,,,,,,,,,,,,,,13.644283741246909,None,1,0,0.7069346205098554,13.644283741246909,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,0,2,2,10,,,,,,,,,,,,,,,,,,,,,14.495032345410436,None,2,1,0.26407960790675133,14.495032345410436,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,0,3,3,17,,,,,,,,,,,,,,,,,,,,,14.878805100510363,None,2,0,0.16839625779539347,14.878805100510363,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,0,4,4,15,,,,,,,,,,,,,,,,,,,,,15.162380288587883,None,2,0,0.08480756578501314,15.162380288587883,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_9_colour2_distractors31_r.png,r,2,0,5,5,9,,,,,,,,,,,,,,,,,,,,,15.36261350341374,None,2,1,0.07647992845159024,15.36261350341374,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,0,6,6,5,,,,,,,,,,,,,,,,,,,,,15.562907517887652,None,2,1,0.0842421287088655,15.562907517887652,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_4_colour1_distractors31_r.png,r,2,0,7,7,4,,,,,,,,,,,,,,,,,,,,,15.762982013518922,None,2,1,0.10016460716724396,15.762982013518922,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,0,8,8,14,,,,,,,,,,,,,,,,,,,,,15.996533457771875,None,2,1,0.06672733835875988,15.996533457771875,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,0,9,9,7,,,,,,,,,,,,,,,,,,,,,16.180044838169124,None,2,1,0.09903181291883811,16.180044838169124,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,0,10,10,16,,,,,,,,,,,,,,,,,,,,,16.397113486775197,None,2,0,0.0740780207561329,16.397113486775197,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,0,11,11,1,,,,,,,,,,,,,,,,,,,,,16.5971687824931,None,2,1,0.07381914206780493,16.5971687824931,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,0,12,12,18,,,,,,,,,,,,,,,,,,,,,16.79736391751794,None,2,0,0.08177462127059698,16.79736391751794,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Oct_14_1543,searchDisc2,2020.2.2,59.949470056363175,
