text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.367031080764718,None,space,1.0270491415285505,10.334814605710562,None,1,001,2020_Oct_13_1441,searchDisc,2020.2.2,59.894203426161525,
