ImageFile,targ_side,correctAnswer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/exp1a_trial_76_colour3_distractors9_r.png,r,2,0,0,0,76,17.891176870674826,None,1,0,1.0207543940050527,17.891176870674826,None,19.00907416746486,None,space,1.3507114342646673,19.00907416746486,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_60_colour3_distractors19_l.png,l,1,0,1,1,60,20.46034991729539,None,1,1,0.8435218918602914,20.46034991729539,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_28_colour3_distractors19_l.png,l,1,0,2,2,28,21.427950816461816,None,2,0,0.46784009726252407,21.427950816461816,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_62_colour0_distractors0_r.png,r,2,0,3,3,62,22.011864225147292,None,1,0,0.37994416046421975,22.011864225147292,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_35_colour1_distractors19_r.png,r,2,0,4,4,35,22.512359101208858,None,2,1,0.42361677100416273,22.512359101208858,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_82_colour1_distractors19_l.png,l,1,0,5,5,82,23.062858697143383,None,1,1,0.2969355444656685,23.062858697143383,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_72_colour2_distractors19_r.png,r,2,0,6,6,72,23.463247494073585,None,2,1,0.3765502675669268,23.463247494073585,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_38_colour2_distractors4_r.png,r,2,0,7,7,38,23.963779489859007,None,1,0,0.2600676794536412,23.963779489859007,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_78_colour3_distractors31_r.png,r,2,0,8,8,78,24.347450980450958,None,2,1,0.36430428561288863,24.347450980450958,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_57_colour3_distractors1_l.png,l,1,0,9,9,57,24.814596363226883,None,1,1,0.3053898769430816,24.814596363226883,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_95_colour0_distractors0_l.png,l,1,0,10,10,95,25.248356093186885,None,2,0,0.34351213194895536,25.248356093186885,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_59_colour3_distractors9_l.png,l,1,0,11,11,59,25.698790889699012,None,1,1,0.29325813392642885,25.698790889699012,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_27_colour3_distractors9_l.png,l,1,0,12,12,27,26.09919984638691,None,2,0,0.38080079364590347,26.09919984638691,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,0,13,13,13,26.58299629611429,None,1,0,0.28953080368228257,26.58299629611429,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_33_colour1_distractors4_r.png,r,2,0,14,14,33,27.000177918584086,None,2,1,0.35964416281785816,27.000177918584086,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_51_colour1_distractors31_l.png,l,1,0,15,15,51,27.48386428912636,None,1,1,0.2680701754288748,27.48386428912636,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_16_colour1_distractors4_l.png,l,1,0,16,16,16,27.867778017767705,None,2,0,0.372015583794564,27.867778017767705,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_75_colour3_distractors4_r.png,r,2,0,17,17,75,28.368042815709487,None,1,0,0.23991584067698568,28.368042815709487,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_65_colour1_distractors4_r.png,r,2,0,18,18,65,28.735117319156416,None,2,1,0.32893752853851765,28.735117319156416,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_84_colour2_distractors1_l.png,l,1,0,19,19,84,29.1855812354479,None,1,1,0.31832545332144946,29.1855812354479,None,29.536125631071627,None,space,1.887669058633037,29.536125631071627,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_23_colour2_distractors19_l.png,l,1,0,20,20,23,31.537863537087105,None,2,0,1.2221105430508032,31.537863537087105,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_86_colour2_distractors9_l.png,l,1,0,21,21,86,32.889219126314856,None,2,0,0.39866049063857645,32.889219126314856,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_56_colour2_distractors31_l.png,l,1,0,22,22,56,33.406441228464246,None,1,1,0.32146718830335885,33.406441228464246,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,0,23,23,11,33.84015071881004,None,2,1,0.31981504149734974,33.84015071881004,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_42_colour3_distractors1_r.png,r,2,0,24,24,42,34.290706474334,None,1,0,0.25312373496126384,34.290706474334,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_55_colour2_distractors19_l.png,l,1,0,25,25,55,34.674295725650154,None,2,0,0.30156494746915996,34.674295725650154,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_21_colour2_distractors4_l.png,l,1,0,26,26,21,35.091368869063444,None,1,1,0.284589403308928,35.091368869063444,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
images/exp1a_trial_19_colour1_distractors31_l.png,l,1,0,27,27,19,35.49193782452494,None,2,0,0.3158541131997481,35.49193782452494,None,None,None,None,,None,None,2,001,2020_Oct_08_2056,searchDisc,2020.2.2,59.91711371666667,
