ImageFile,targ_side,correctAnswer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/exp1a_trial_20_colour2_distractors1_l.png,l,1,0,0,0,20,12.63783361739479,None,1,1,1.8909567123046145,12.63783361739479,None,14.622952776378952,None,space,12.809522163821384,14.622952776378952,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_40_colour2_distractors19_r.png,r,2,0,1,1,40,27.535581955336966,None,1,0,0.6728726970031857,27.535581955336966,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_23_colour2_distractors19_l.png,l,1,0,2,2,23,28.336522427853197,None,2,0,0.4319095046957955,28.336522427853197,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,0,3,3,11,28.88687610498164,None,1,0,0.3058388332137838,28.88687610498164,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_31_colour0_distractors0_l.png,l,1,0,4,4,31,29.320660794735886,None,2,0,0.272513979813084,29.320660794735886,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,0,5,5,18,29.72102655179333,None,1,1,0.2315939872059971,29.72102655179333,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_8_colour2_distractors19_r.png,r,2,0,6,6,8,30.08806041558273,None,2,1,0.2564145886572078,30.08806041558273,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_51_colour1_distractors31_l.png,l,1,0,7,7,51,30.47179302573204,None,1,1,0.2326637387741357,30.47179302573204,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_71_colour2_distractors9_r.png,r,2,0,8,8,71,30.822258061962202,None,2,1,0.27412068704143167,30.822258061962202,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_87_colour2_distractors19_l.png,l,1,0,9,9,87,31.222499020048417,None,1,1,0.24190686480142176,31.222499020048417,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,0,10,10,17,31.589565523550846,None,2,0,0.2589755281805992,31.589565523550846,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,0,11,11,10,31.97324277414009,None,1,0,0.17928816564381123,31.97324277414009,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_59_colour3_distractors9_l.png,l,1,0,12,12,59,32.27357029146515,None,2,0,0.2709261525887996,32.27357029146515,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_27_colour3_distractors9_l.png,l,1,0,13,13,27,32.657393460860476,None,1,1,0.23910560715012252,32.657393460860476,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_6_colour2_distractors4_r.png,r,2,0,14,14,6,33.024272765847854,None,2,1,0.24011743906885386,33.024272765847854,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_39_colour2_distractors9_r.png,r,2,0,15,15,39,33.37464436283335,None,1,0,0.2340259678894654,33.37464436283335,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_24_colour2_distractors31_l.png,l,1,0,16,16,24,33.724993560113944,None,2,0,0.2434927721042186,33.724993560113944,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_73_colour2_distractors31_r.png,r,2,0,17,17,73,34.09216470271349,None,1,0,0.24434556532651186,34.09216470271349,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_86_colour2_distractors9_l.png,l,1,0,18,18,86,34.44233502133284,None,2,0,0.26244878047145903,34.44233502133284,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_69_colour2_distractors1_r.png,r,2,0,19,19,69,34.82627562980633,None,1,0,0.22259501926600933,34.82627562980633,None,35.093216214329004,None,space,5.779342885361984,35.093216214329004,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_56_colour2_distractors31_l.png,l,1,0,20,20,56,40.982115023070946,None,1,1,0.5064541883766651,40.982115023070946,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_29_colour3_distractors31_l.png,l,1,0,21,21,29,41.6162414700957,None,2,0,0.24017279862891883,41.6162414700957,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_22_colour2_distractors9_l.png,l,1,0,22,22,22,41.98326893383637,None,1,1,0.193123894976452,41.98326893383637,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_12_colour3_distractors9_r.png,r,2,0,23,23,12,42.30005551956128,None,2,1,0.22838217299431562,42.30005551956128,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_91_colour3_distractors9_l.png,l,1,0,24,24,91,42.65055799554102,None,1,1,0.1899002407444641,42.65055799554102,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_78_colour3_distractors31_r.png,r,2,0,25,25,78,42.96740346075967,None,2,1,0.19296133634634316,42.96740346075967,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_76_colour3_distractors9_r.png,r,2,0,26,26,76,43.284356765216216,None,1,0,0.23600387200713158,43.284356765216216,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_41_colour2_distractors31_r.png,r,2,0,27,27,41,43.65141558868345,None,2,1,0.23697730421554297,43.65141558868345,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_65_colour1_distractors4_r.png,r,2,0,28,28,65,44.01842929259874,None,1,0,0.20598779199644923,44.01842929259874,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_5_colour2_distractors1_r.png,r,2,0,29,29,5,44.335625475039706,None,2,1,0.20891512860544026,44.335625475039706,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,0,30,30,14,44.66903240780812,None,1,0,0.20338397286832333,44.66903240780812,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_75_colour3_distractors4_r.png,r,2,0,31,31,75,45.002737258095294,None,2,1,0.2138059694552794,45.002737258095294,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_93_colour3_distractors31_l.png,l,1,0,32,32,93,45.33637362904847,None,1,1,0.20801113592460752,45.33637362904847,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_89_colour3_distractors1_l.png,l,1,0,33,33,89,45.65333237336017,None,2,0,0.24321533425245434,45.65333237336017,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_25_colour3_distractors1_l.png,l,1,0,34,34,25,46.020403676782735,None,1,1,0.2040383677231148,46.020403676782735,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_45_colour3_distractors19_r.png,r,2,0,35,35,45,46.3540598875843,None,2,1,0.19837185298092663,46.3540598875843,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_66_colour1_distractors9_r.png,r,2,0,36,36,66,46.67097671225201,None,1,0,0.21735154115594923,46.67097671225201,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,0,37,37,1,47.0046617226908,None,2,1,0.20376988989301026,47.0046617226908,None,None,None,None,,None,None,2,001,2020_Oct_08_2049,searchDisc,2020.2.2,59.90046058958478,
,,,,,,,47.338362733135,None,1,0,0.18202094384469092,47.338362733135,None,,,,,,,,,,,,,
