text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.855282980948687,None,space,0.14906067680567503,12.810298251279164,None,2,001,2020_Oct_13_1407,searchDisc,2020.2.2,59.91751558769438,
