text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.201389815541916,None,space,7.357655745465308,7.169371130235959,None,,001,2020_Dec_17_2155,searchDisc3,2020.2.2,59.93814421544794,
