ImageFile,targ_side,correctAnswer,exp,trial,colour,distNo,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,fix.started,fix.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,fix2experiment.started,fix2experiment.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
Practice arrays/exp1a_trial_35_colour3_distractors43_l.png,l,1,,,,,0,7,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,52.33394164789934,None,space,0.9319791694870219,52.33394164789934,None,53.38465991342673,None,1,1,0.7132124896161258,53.38465991342673,None,54.11897589400178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_5_colour1_distractors43_r.png,r,2,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,55.11980372655671,None,space,0.44206547911744565,55.11980372655671,None,55.67028135427972,None,2,1,0.7559413868002594,55.67028135427972,None,56.45465288631385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_32_colour3_distractors9_l.png,l,1,,,,,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,57.45574759651208,None,space,0.1941662603057921,57.45574759651208,None,57.75576026842464,None,1,1,0.6781312039238401,57.75576026842464,None,58.456462790083606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_10_colour2_distractors31_r.png,r,2,,,,,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,59.45771397888893,None,space,0.5201310196425766,59.45771397888893,None,60.091396941104904,None,2,1,1.078474816866219,60.091396941104904,None,61.192527554987464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_37_colour0_distractors0_l.png,l,1,,,,,0,11,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19364210497588,None,space,0.6560875614522956,62.19364210497588,None,62.977625480503775,None,1,1,0.6161880790023133,62.977625480503775,None,63.611664599506184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_19_colour1_distractors4_l.png,l,1,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,64.61275418975856,None,space,0.8611151644145139,64.61275418975856,None,65.58002680295613,None,1,1,0.7257643771590665,65.58002680295613,None,66.33081591589143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,,,,,0,13,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33192662592046,None,space,0.5979357624892145,67.33192662592046,None,68.03240994963562,None,1,1,0.7134585674502887,68.03240994963562,None,68.7666644906858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_13_colour3_distractors4_r.png,r,2,,,,,0,14,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,69.76767984160688,None,space,0.4341964296181686,69.76767984160688,None,70.3012744205771,None,2,1,0.6445177451241761,70.3012744205771,None,70.96879323961912,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_25_colour2_distractors4_l.png,l,1,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,71.97000826871954,None,space,0.1197218073066324,71.97000826871954,None,72.20314473984763,None,1,1,0.7746237793471664,72.20314473984763,None,73.00418300251476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,,,,,0,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,74.00534235214582,None,space,0.6047565013868734,74.00534235214582,None,74.72230456816033,None,2,1,0.6074537571985275,74.72230456816033,None,75.35642784641823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_28_colour2_distractors31_l.png,l,1,,,,,0,17,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3575513563701,None,space,0.5241402637329884,76.3575513563701,None,76.99121991865104,None,1,1,0.722826803510543,76.99121991865104,None,77.74216743017314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_12_colour3_distractors1_r.png,r,2,,,,,0,18,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,78.74332837975817,None,space,0.5543838327284902,78.74332837975817,None,79.41033040342154,None,2,1,0.6874808801803738,79.41033040342154,None,80.12799149320927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,2,,,,,0,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,81.12897708435776,None,space,0.5448408782249317,81.12897708435776,None,81.77930917742196,None,2,1,0.7263938115211204,81.77930917742196,None,82.53016580973053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.63106346566929,None,space,0.3359742697211914,86.61769590544282,None,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2c_trial_70_colour3_distractors9_l.png,l,1,2c,70,3,9,,,,,0,0,0,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.10160100966459,None,space,0.7723687595571391,87.10160100966459,None,88.002103661187,None,1,1,0.7036432953900658,88.002103661187,None,88.80298144527478,None,None,88.80298144527478,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_27_colour2_distractors19_l.png,l,1,2b,27,2,19,,,,,0,1,1,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.80293712567072,None,space,0.7658148983027786,88.80293712567072,None,89.67050247231964,None,1,1,0.6751984301954508,89.67050247231964,None,90.40465592630208,None,None,90.40465592630208,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_105_colour2_distractors43_l.png,l,1,2b,105,2,43,,,,,0,2,2,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.42130022513447,None,space,0.9469524752930738,90.42130022513447,None,91.47223480878165,None,1,1,0.6575089886900969,91.47223480878165,None,92.18977945160587,None,None,92.18977945160587,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1a_trial_35_colour3_distractors43_l.png,l,1,1a,35,3,43,,,,,0,3,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.20641927048564,None,space,0.9133114967262372,92.20641927048564,None,93.22382231458323,None,1,1,0.6659332332783379,93.22382231458323,None,93.94146679646802,None,None,93.94146679646802,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_29_colour2_distractors43_l.png,l,1,2b,29,2,43,,,,,0,4,4,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.95815973490244,None,space,1.0979351224959828,93.95815973490244,None,95.1592152134399,None,1,1,0.6264769467525184,95.1592152134399,None,95.84341199500487,None,None,95.84341199500487,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_31_colour3_distractors4_l.png,l,1,2a,31,3,4,,,,,0,5,5,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.84336684341542,None,space,0.9802920165820979,95.84336684341542,None,96.92758240888361,None,1,1,0.554562391131185,96.92758240888361,None,97.54493882934331,None,None,97.54493882934331,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_72_colour3_distractors31_l.png,l,1,2b,72,3,31,,,,,0,6,6,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.54507607611595,None,space,1.04689333983697,97.54507607611595,None,98.69583440531278,None,1,1,0.8659282412845641,98.69583440531278,None,99.66363763778936,None,None,99.66363763778936,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2c_trial_24_colour2_distractors1_l.png,l,1,2c,24,2,1,,,,,0,7,7,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.66363309387816,None,space,1.040094360767398,99.66363309387816,None,100.81459590123268,None,1,1,0.6110902046202682,100.81459590123268,None,101.48205683277921,None,None,101.48205683277921,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2c_trial_91_colour3_distractors19_r.png,r,2,2c,91,3,19,,,,,0,8,8,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.48223791917553,None,space,2.5254295321065,101.48223791917553,None,104.11785590404179,None,2,1,0.6837676334544085,104.11785590404179,None,104.85204903766281,None,None,104.85204903766281,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_37_colour0_distractors0_l.png,l,1,2b,37,0,0,,,,,0,9,9,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.85212356498232,None,space,1.043540729850065,104.85212356498232,None,106.003013412992,None,1,1,0.6386617976240814,106.003013412992,None,106.70384524555412,None,None,106.70384524555412,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1b_trial_78_colour1_distractors9_r.png,r,2,1b,78,1,9,,,,,0,10,10,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.70395817252574,None,space,0.8963433287572116,106.70395817252574,None,107.70478760509286,None,2,1,0.641372493293602,107.70478760509286,None,108.40567767715548,None,None,108.40567767715548,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_106_colour3_distractors1_l.png,l,1,2b,106,3,1,,,,,0,11,11,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.40549172682222,None,space,1.0343820919515565,108.40549172682222,None,109.53981596324593,None,1,1,0.5738242985098623,109.53981596324593,None,110.17389703387163,None,None,110.17389703387163,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_8_colour2_distractors9_r.png,r,2,2b,8,2,9,,,,,0,12,12,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.17390564183006,None,space,0.9146074851159938,110.17390564183006,None,111.19156692357501,None,2,1,0.9142292485339567,111.19156692357501,None,112.15920116556809,None,None,112.15920116556809,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1b_trial_46_colour2_distractors9_r.png,r,2,1b,46,2,9,,,,,0,13,13,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.15938417194411,None,space,1.2721652414184064,112.15938417194411,None,113.56062569678761,None,2,1,0.7052535209222697,113.56062569678761,None,114.32809821221745,None,None,114.32809821221745,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1a_trial_101_colour2_distractors4_l.png,l,1,1a,101,2,4,,,,,0,14,14,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.32815385976573,None,space,1.0956244231783785,114.32815385976573,None,115.52908005943755,None,1,1,0.6166543147992343,115.52908005943755,None,116.19660083043856,None,None,116.19660083043856,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1b_trial_15_colour3_distractors19_r.png,r,2,1b,15,3,19,,,,,0,15,15,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.21336608822457,None,space,1.0025286173331551,116.21336608822457,None,117.33091191505082,None,2,1,0.6229348985361867,117.33091191505082,None,118.01506069706521,None,None,118.01506069706521,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_79_colour1_distractors19_r.png,r,2,2a,79,1,19,,,,,0,16,16,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.01501394546358,None,space,1.0646467807819135,118.01501394546358,None,119.18263004365144,None,2,1,0.7150214334251359,119.18263004365144,None,119.95035823681393,None,None,119.95035823681393,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2c_trial_19_colour1_distractors4_l.png,l,1,2c,19,1,4,,,,,0,17,17,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.96715101430891,None,space,0.9364309695665725,119.96715101430891,None,121.01785552001093,None,1,1,0.663797892339062,121.01785552001093,None,121.73539280288388,None,None,121.73539280288388,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_107_colour3_distractors4_l.png,l,1,2a,107,3,4,,,,,0,18,18,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.73541069071507,None,space,0.8247039706329815,121.73541069071507,None,122.66948872141074,None,1,1,0.6841650698916055,122.66948872141074,None,123.40358649586561,None,None,123.40358649586561,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_35_colour3_distractors43_l.png,l,1,2a,35,3,43,,,,,0,19,19,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.40352502441965,None,space,0.860371811024379,123.40352502441965,None,124.38784644490806,None,1,1,0.749919360736385,124.38784644490806,None,125.20550817461917,None,None,125.20550817461917,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1b_trial_89_colour3_distractors4_r.png,r,2,1b,89,3,4,,,,,0,20,20,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2053603999666,None,space,0.9063835587585345,125.2053603999666,None,126.22300792182796,None,2,1,0.7866643114830367,126.22300792182796,None,127.07405344847358,None,None,127.07405344847358,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2c_trial_47_colour2_distractors19_r.png,r,2,2c,47,2,19,,,,,0,21,21,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.07400637690444,None,space,138.80558190197917,127.07400637690444,None,265.9934954182827,None,2,1,2.4879210682120174,265.9934954182827,None,268.54629369722676,None,None,268.54629369722676,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_17_colour3_distractors43_r.png,r,2,2a,17,3,43,,,,,0,22,22,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.56305127509404,None,space,0.5721577534568496,268.56305127509404,None,269.26341363979736,None,2,1,0.8738628901774064,269.26341363979736,None,270.19793041856025,None,None,270.19793041856025,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2c_trial_2_colour1_distractors9_r.png,r,2,2c,2,1,9,,,,,0,23,23,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.1979969459353,None,space,0.49732610397040844,270.1979969459353,None,270.79844692593906,None,2,1,0.5628490368835628,270.79844692593906,None,271.41570542725964,None,None,271.41570542725964,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_31_colour3_distractors4_l.png,l,1,2b,31,3,4,,,,,0,24,24,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.432585244067,None,space,0.38323464622953907,271.432585244067,None,271.91619691089727,None,1,1,0.7091213262756355,271.91619691089727,None,272.68366302639475,None,None,272.68366302639475,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1b_trial_101_colour2_distractors4_l.png,l,1,1b,101,2,4,,,,,0,25,25,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.70039052452194,None,space,0.7317124838591553,272.70039052452194,None,273.5342806528788,None,1,1,0.9469975949032232,273.5342806528788,None,274.53540035479233,None,None,274.53540035479233,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_24_colour2_distractors1_l.png,l,1,2a,24,2,1,,,,,0,26,26,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.55209809320513,None,space,0.48716715502087027,274.55209809320513,None,275.1524824737571,None,1,1,0.5288448615465313,275.1524824737571,None,275.73663183175955,None,None,275.73663183175955,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1b_trial_84_colour2_distractors9_r.png,r,2,1b,84,2,9,,,,,0,27,27,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.75326909072464,None,space,0.4704121051472612,275.75326909072464,None,276.33720625861315,None,2,1,0.7441187726799399,276.33720625861315,None,277.1379920756095,None,None,277.1379920756095,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_12_colour3_distractors1_r.png,r,2,2a,12,3,1,,,,,0,28,28,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.13819748174865,None,space,0.4290662356070243,277.13819748174865,None,277.67167302180314,None,2,1,0.6176738256472163,277.67167302180314,None,278.35590938706883,None,None,278.35590938706883,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_101_colour2_distractors4_l.png,l,1,2b,101,2,4,,,,,0,29,29,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.3559171310044,None,space,0.4278432065038942,278.3559171310044,None,278.8895014700829,None,1,1,0.5358019191771746,278.8895014700829,None,279.4903229986899,None,None,279.4903229986899,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2c_trial_85_colour2_distractors19_r.png,r,2,2c,85,2,19,,,,,0,30,30,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.5069656975684,None,space,0.45240618649404496,279.5069656975684,None,280.0740319766919,None,2,1,0.7112451472203247,280.0740319766919,None,280.84172433017517,None,None,280.84172433017517,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1b_trial_62_colour2_distractors1_l.png,l,1,1b,62,2,1,,,,,0,31,31,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.84167085861554,None,space,0.43752599973231554,280.84167085861554,None,281.40875281760236,None,1,1,0.8005307472194545,281.40875281760236,None,282.2598095441004,None,None,282.2598095441004,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_80_colour1_distractors31_r.png,r,2,2a,80,1,31,,,,,0,32,32,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.2599013512954,None,space,0.4675388508476317,282.2599013512954,None,282.84348588238936,None,2,1,0.6138031402952038,282.84348588238936,None,283.5110181732685,None,None,283.5110181732685,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2b_trial_40_colour1_distractors9_r.png,r,2,2b,40,1,9,,,,,0,33,33,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.527742151462,None,space,0.3281100201420486,283.527742151462,None,283.9611865877523,None,2,1,0.6240228887763806,283.9611865877523,None,284.64531744995617,None,None,284.64531744995617,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp2a_trial_23_colour1_distractors43_l.png,l,1,2a,23,1,43,,,,,0,34,34,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.66204334807117,None,space,0.31386278779245913,284.66204334807117,None,285.07895161258057,None,1,1,0.9943014910677448,285.07895161258057,None,286.13015182586383,None,None,286.13015182586383,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
Images/exp1a_trial_98_colour1_distractors31_l.png,l,1,1a,98,1,31,,,,,0,35,35,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.1301809136057,None,space,0.31728195713367313,286.1301809136057,None,286.56373990891734,None,1,1,0.7894514864892699,286.56373990891734,None,287.4147566358093,None,None,287.4147566358093,None,,,001,2021_Jan_05_1630,searchDisc3,2020.2.2,59.90281453759881,
