text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.667402022227179,None,space,5.96998450247338,7.618634958693292,None,,,,001,2020_Dec_17_2154,searchDisc3,2020.2.2,59.89219470678235,
,,,,,,13.607589265855495,None,,,,,,,
