text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.405580046004616,None,space,6.138322280632565,7.373422574135475,None,,,,,,,,,,,,,,,,,,001,2021_Jan_04_1546,searchDisc3,2020.2.2,59.89730339124085,
,,,,,,13.529492535744794,None,space,1.7661979348631576,13.529492535744794,None,,,,,,,,,,,,001,2021_Jan_04_1546,searchDisc3,2020.2.2,59.89730339124085,
,,,,,,,,,,,,15.33108247347991,None,space,0.43666520749684423,16.298944521462545,None,,,,,,001,2021_Jan_04_1546,searchDisc3,2020.2.2,59.89730339124085,
,,,,,,,,,,,,,,,,,,15.33108247347991,None,15.33108247347991,None,,,,,,,
