ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,fix.started,fix.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,11.052326401812024,None,space,0.7084996923222207,12.020284036640078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
,,,,,,,,,,,,,12.754115094954614,None,space,1.3506349881063215,12.754115094954614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
,,,,,,,,,,,,,,,,,,,14.138783796166535,None,space,1.0301239768741652,15.106613111798652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_16_colour3_distractors31_r.png,r,2,0,0,0,8,,,,,,,,,,,,,,,,,,,14.138783796166535,None,14.138783796166535,None,16.207557458023075,None,space,1.265241907327436,16.207557458023075,None,17.59225879906444,None,2,1,0.608514380233828,17.59225879906444,None,18.259750740719028,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,19.260798094328493,None,space,0.4199766465462744,19.260798094328493,None,19.794273890787736,None,2,1,0.6228803729172796,19.794273890787736,None,20.445151853433345,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_37_colour0_distractors0_l.png,l,1,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,21.44601584819611,None,space,0.4347474367241375,21.44601584819611,None,21.979760123067535,None,2,0,0.8054498229175806,21.979760123067535,None,22.847519327071495,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_10_colour2_distractors31_r.png,r,2,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,23.848411161627155,None,space,0.32036989217158407,23.848411161627155,None,24.282152844476514,None,2,1,0.30255368049256504,24.282152844476514,None,24.615738016320392,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,25.617235607176553,None,space,0.42368702398380265,25.617235607176553,None,26.15047396509908,None,2,0,0.26649053971050307,26.15047396509908,None,26.450997897889465,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_7_colour2_distractors4_r.png,r,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,27.4521082911524,None,space,0.3406401688698679,27.4521082911524,None,27.919103851832915,None,2,1,0.4657216484192759,27.919103851832915,None,28.419729928020388,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_8_colour2_distractors9_r.png,r,2,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,29.420738561893813,None,space,0.3883384389337152,29.420738561893813,None,29.92096944048535,None,2,1,0.4239340624772012,29.92096944048535,None,30.37157598079648,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_19_colour1_distractors4_l.png,l,1,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,31.372578214737587,None,space,0.3883627587929368,31.372578214737587,None,31.872808773303404,None,2,0,0.6722192728775553,31.872808773303404,None,32.57368035201216,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,2,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,33.57473570556613,None,space,0.41015142627293244,33.57473570556613,None,34.09169192251284,None,2,1,0.26114625221816823,34.09169192251284,None,34.39224369515432,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_32_colour3_distractors9_l.png,l,1,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,35.39323888911167,None,space,0.3435947109828703,35.39323888911167,None,35.84342015197035,None,2,0,0.3094640384661034,35.84342015197035,None,36.1939997804584,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_20_colour1_distractors9_l.png,l,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,37.19499913440086,None,space,0.3257970591657795,37.19499913440086,None,37.62851457862416,None,2,0,0.30830660549690947,37.62851457862416,None,37.96222390967887,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
Practice arrays/exp1a_trial_25_colour2_distractors4_l.png,l,1,0,11,11,12,,,,,,,,,,,,,,,,,,,,,,,38.96349462191574,None,space,0.36548929777927697,38.96349462191574,None,39.43043674295768,None,2,0,0.28254996211035177,39.43043674295768,None,39.730759716941975,None,,,,,,,,001,2020_Dec_17_2325,searchDisc3,2020.2.2,59.90815417225197,
