ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,fix.started,fix.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,fix2experiment.started,fix2experiment.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
Images/exp2a_trial_104_colour2_distractors31_l.png,l,1,,,,,0,35,35,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.31979297465296,None,space,0.8600959735340439,178.31979297465296,None,179.28725918615237,None,1,1,0.59078222658718,179.28725918615237,None,179.93804029916353,None,None,179.93804029916353,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2a_trial_32_colour3_distractors9_l.png,l,1,,,,,0,36,36,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.93813911426696,None,space,1.0018444634915795,179.93813911426696,None,181.0558977391629,None,1,1,0.6539909402490593,181.0558977391629,None,181.78996687388863,None,None,181.78996687388863,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2b_trial_32_colour3_distractors9_l.png,l,1,,,,,0,37,37,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.78983100311598,None,space,0.9020811973605305,181.78983100311598,None,182.80735980605823,None,1,1,0.6945169771497604,182.80735980605823,None,183.55835762110362,None,None,183.55835762110362,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1a_trial_39_colour1_distractors4_r.png,r,2,,,,,0,38,38,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.55819915852044,None,space,0.8145085419819225,183.55819915852044,None,184.475775257044,None,2,1,0.8346690013713669,184.475775257044,None,185.3600432380015,None,None,185.3600432380015,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2b_trial_50_colour3_distractors1_r.png,r,2,,,,,0,39,39,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.36027421194012,None,space,0.9001410547352862,185.36027421194012,None,186.36084924679017,None,2,1,0.7330404719687067,186.36084924679017,None,187.14526436241866,None,None,187.14526436241866,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2c_trial_69_colour3_distractors4_l.png,l,1,,,,,0,40,40,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.14524573858944,None,space,0.7945730406208895,187.14524573858944,None,188.04601782766986,None,1,1,0.9038389415945858,188.04601782766986,None,189.01364698170508,None,None,189.01364698170508,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1b_trial_15_colour3_distractors19_r.png,r,2,,,,,0,41,41,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0138459559239,None,space,0.7746362592442892,189.0138459559239,None,189.89761275739875,None,2,1,0.7321883195836563,189.89761275739875,None,190.6818845143105,None,None,190.6818845143105,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1a_trial_91_colour3_distractors19_r.png,r,2,,,,,0,42,42,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.6819407698058,None,space,0.8260233188339043,190.6819407698058,None,191.61623127857456,None,2,1,0.8455338640196715,191.61623127857456,None,192.533712849929,None,None,192.533712849929,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1b_trial_18_colour1_distractors1_l.png,l,1,,,,,0,43,43,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.53366145837936,None,space,0.6383178006508388,192.53366145837936,None,193.2844534512842,None,1,1,0.8174397157272324,193.2844534512842,None,194.16877435977804,None,None,194.16877435977804,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1a_trial_13_colour3_distractors4_r.png,r,2,,,,,0,44,44,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.1686852085695,None,space,0.6431849570362829,194.1686852085695,None,194.91935432257014,None,2,1,0.6064998457732145,194.91935432257014,None,195.5868380059226,None,None,195.5868380059226,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2b_trial_49_colour2_distractors43_r.png,r,2,,,,,0,45,45,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.58696114082704,None,space,0.5690909009426832,195.58696114082704,None,196.27057005569804,None,2,1,0.80733004634385,196.27057005569804,None,197.13829738483471,None,None,197.13829738483471,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2c_trial_54_colour3_distractors31_r.png,r,2,,,,,0,46,46,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.15491189199383,None,space,0.5701881711138412,197.15491189199383,None,197.8388075242692,None,2,1,0.5831650148320477,197.8388075242692,None,198.47298558603214,None,None,198.47298558603214,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1b_trial_30_colour3_distractors1_l.png,l,1,,,,,0,47,47,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.47306168137584,None,space,0.5627418378426228,198.47306168137584,None,199.14005602509133,None,1,1,0.5297437334957067,199.14005602509133,None,199.724181095339,None,None,199.724181095339,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2c_trial_26_colour2_distractors9_l.png,l,1,,,,,0,48,48,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.7407754426531,None,space,0.4881690659967717,199.7407754426531,None,200.34136526135262,None,1,1,0.5767241125577129,200.34136526135262,None,200.9754521239345,None,None,200.9754521239345,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2b_trial_113_colour0_distractors0_l.png,l,1,,,,,0,49,49,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.99211111068144,None,space,0.5077762503060512,200.99211111068144,None,201.60924670114764,None,1,1,0.46877307977410965,201.60924670114764,None,202.12657812985415,None,None,202.12657812985415,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2c_trial_58_colour1_distractors9_l.png,l,1,,,,,0,50,50,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.12649774659076,None,space,0.47737460272037424,202.12649774659076,None,202.71025731609552,None,1,1,0.575567962921923,202.71025731609552,None,203.3443419387011,None,None,203.3443419387011,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2b_trial_93_colour3_distractors43_r.png,r,2,,,,,0,51,51,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.3444621936069,None,space,0.49151495602563955,203.3444621936069,None,203.94496273313416,None,2,1,0.6928453120926861,203.94496273313416,None,204.69572311031223,None,None,204.69572311031223,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2c_trial_90_colour3_distractors9_r.png,r,2,,,,,0,52,52,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.71243841655087,None,space,0.41947720147436485,204.71243841655087,None,205.2460333155468,None,2,1,0.8958825329027604,205.2460333155468,None,206.1971819772414,None,None,206.1971819772414,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2c_trial_28_colour2_distractors31_l.png,l,1,,,,,0,53,53,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.213801924343,None,space,0.550336508982582,206.213801924343,None,206.86432953560143,None,1,1,0.95757926008082,206.86432953560143,None,207.882344798182,None,None,207.882344798182,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1a_trial_112_colour0_distractors0_r.png,r,2,,,,,0,54,54,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.88238313383772,None,space,0.6493737015989609,207.88238313383772,None,208.63289288929082,None,2,1,0.9169117844721768,208.63289288929082,None,209.60047148377342,None,None,209.60047148377342,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1b_trial_67_colour2_distractors43_l.png,l,1,,,,,0,55,55,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.60050149951712,None,space,0.4441297806042712,209.60050149951712,None,210.15098360719276,None,1,1,0.9108676786127035,210.15098360719276,None,211.11879707956976,None,None,211.11879707956976,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2a_trial_102_colour2_distractors9_l.png,l,1,,,,,0,56,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.13541542668827,None,space,0.5491317197738681,211.13541542668827,None,211.78583615890238,None,1,1,0.5719974348903634,211.78583615890238,None,212.4199214215012,None,None,212.4199214215012,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1b_trial_43_colour1_distractors43_r.png,r,2,,,,,0,57,57,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.41990247767535,None,space,0.5684029071126133,212.41990247767535,None,213.10375971029862,None,2,1,1.9742149510420859,213.10375971029862,None,215.13930441581468,None,None,215.13930441581468,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp2a_trial_83_colour2_distractors4_r.png,r,2,,,,,0,58,58,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.1559448427288,None,space,0.6082150303991511,215.1559448427288,None,215.89007618490723,None,2,1,0.6116892392747104,215.89007618490723,None,216.5574235494685,None,None,216.5574235494685,None,,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
Images/exp1b_trial_10_colour2_distractors31_r.png,r,2,,,,,0,59,59,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.55756300422945,None,space,0.6150562491093297,216.55756300422945,None,217.27449482053635,None,2,1,0.811297690786887,217.27449482053635,None,218.15892657602672,None,space,218.15892657602672,None,10.830915435013594,,001,2021_Jan_05_0955,searchDisc3,2020.2.2,59.95223048767103,
