trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,ImageFile,targ_side,correctAnswer,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,15.797436111606658,None,space,0.8857859743875451,16.765237587329466,None,,,,,,,,,,,,001,2020_Dec_17_1327,searchDisc3,2020.2.2,59.89426093228427,
,,,,,,,,,,,,,17.682692169211805,None,space,0.05642589693889022,18.65058068447979,None,,,,,,001,2020_Dec_17_1327,searchDisc3,2020.2.2,59.89426093228427,
,,,,,,,,,,,,,,,,,,,17.682692169211805,None,17.682692169211805,None,,,,,,,
