ImageFile,targ_side,correctAnswer,exp,trial,colour,distNo,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,fix.started,fix.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,fix2experiment.started,fix2experiment.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
Practice arrays/exp1a_trial_37_colour0_distractors0_l.png,l,1,,,,,0,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,29.644614704244304,None,space,0.697748948179651,29.644614704244304,None,30.42859743977897,None,1,1,0.5696048163808882,30.42859743977897,None,31.029398456565104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,,,,,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,32.03037188784219,None,space,0.47985586046706885,32.03037188784219,None,32.59743112704018,None,1,1,0.7689265504013747,32.59743112704018,None,33.39820475206943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_28_colour2_distractors31_l.png,l,1,,,,,0,9,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,34.39928378240438,None,space,0.14307007810566574,34.39928378240438,None,34.632739930646494,None,1,1,0.6934606665745378,34.632739930646494,None,35.350218302046414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_25_colour2_distractors4_l.png,l,1,,,,,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,36.351229812949896,None,space,0.41495500202290714,36.351229812949896,None,36.85156388999894,None,1,1,0.8025752088869922,36.85156388999894,None,37.685811455128714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_36_colour0_distractors0_r.png,r,2,,,,,0,11,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,38.68684856581967,None,space,0.4153271586401388,38.68684856581967,None,39.187203122652136,None,2,1,0.6509896871284582,39.187203122652136,None,39.854667222185526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_35_colour3_distractors43_l.png,l,1,,,,,0,12,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,40.85562785359798,None,space,0.4305033427081071,40.85562785359798,None,41.37269042071421,None,1,1,0.6654573974665254,41.37269042071421,None,42.05680845101597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_20_colour1_distractors9_l.png,l,1,,,,,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,43.05780652206158,None,space,0.4043390970909968,43.05780652206158,None,43.55815787892789,None,1,1,0.8400529531063512,43.55815787892789,None,44.42582946456969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_29_colour2_distractors43_l.png,l,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,45.42677825607825,None,space,0.37160499044694006,45.42677825607825,None,45.89382687129546,None,1,1,0.5923505325336009,45.89382687129546,None,46.511154780047946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_16_colour3_distractors31_r.png,r,2,,,,,0,15,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,47.512143571162596,None,space,0.4139914906118065,47.512143571162596,None,48.0125330077135,None,2,1,0.7696017443668097,48.0125330077135,None,48.81331463268725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_5_colour1_distractors43_r.png,r,2,,,,,0,16,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,49.81442470278125,None,space,0.4477403082419187,49.81442470278125,None,50.34816744038835,None,2,1,0.7300030591432005,50.34816744038835,None,51.09901415283093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_8_colour2_distractors9_r.png,r,2,,,,,0,17,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,52.099977984209545,None,space,0.3861485401284881,52.099977984209545,None,52.58367573027499,None,2,1,0.5984621577663347,52.58367573027499,None,53.2010865182383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,2,,,,,0,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2020762693719,None,space,0.42807136446936056,54.2020762693719,None,54.71914811641909,None,2,1,0.5430031347204931,54.71914811641909,None,55.28634271438932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,,,,,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,56.28742878464982,None,space,0.4306614212691784,56.28742878464982,None,56.80450511164963,None,2,1,0.6335741631919518,56.80450511164963,None,57.455266960780136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.52285739517538,None,space,0.39289247966371477,61.50925335707143,None,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_92_colour3_distractors31_r.png,r,2,1a,92,3,31,,,,,0,0,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.02641096332809,None,space,1.1077270347741432,62.02641096332809,None,63.22749044169905,None,2,1,0.586637303698808,63.22749044169905,None,63.87829030649154,None,None,63.87829030649154,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_49_colour2_distractors43_r.png,r,2,1a,49,2,43,,,,,0,1,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89495870115934,None,space,0.8540585876908153,63.89495870115934,None,64.8457533820183,None,2,1,0.6563739588600583,64.8457533820183,None,65.54649948738515,None,None,65.54649948738515,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1b_trial_85_colour2_distractors19_r.png,r,2,1b,85,2,19,,,,,0,2,2,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.54644790384918,None,space,0.7943954422371462,65.54644790384918,None,66.43064606143162,None,2,1,2.567490275250748,66.43064606143162,None,69.03331240554107,None,None,69.03331240554107,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_26_colour2_distractors9_l.png,l,1,1a,26,2,9,,,,,0,3,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.03330722154351,None,space,0.619388370309025,69.03330722154351,None,69.75056895491434,None,1,1,0.8315339894616045,69.75056895491434,None,70.61821308478247,None,None,70.61821308478247,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2c_trial_94_colour1_distractors1_l.png,l,1,2c,94,1,1,,,,,0,4,4,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.61818614107324,None,space,0.858347189205233,70.61818614107324,None,71.56901602161815,None,1,1,0.7811914005433209,71.56901602161815,None,72.38659308014903,None,None,72.38659308014903,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1b_trial_41_colour1_distractors19_r.png,r,2,1b,41,1,19,,,,,0,5,5,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3865885361447,None,space,0.8021969723049551,72.3865885361447,None,73.28735358529957,None,2,1,0.8946742237312719,73.28735358529957,None,74.22173535727197,None,None,74.22173535727197,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2c_trial_57_colour1_distractors4_l.png,l,1,2c,57,1,4,,,,,0,6,6,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.22173305327306,None,space,0.7423856682144105,74.22173305327306,None,75.05578158021672,None,1,1,0.5022719796397723,75.05578158021672,None,75.63970159627497,None,None,75.63970159627497,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2b_trial_8_colour2_distractors9_r.png,r,2,2b,8,2,9,,,,,0,7,7,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.65648083790438,None,space,0.7159452651394531,75.65648083790438,None,76.45715142390691,None,2,1,0.7569404178066179,76.45715142390691,None,77.25807263168971,None,None,77.25807263168971,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2c_trial_49_colour2_distractors43_r.png,r,2,2c,49,2,43,,,,,0,8,8,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25804504792904,None,space,0.7783783057238907,77.25804504792904,None,78.12546895578271,None,2,1,0.6725706137949601,78.12546895578271,None,78.842950911168,None,None,78.842950911168,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1b_trial_43_colour1_distractors43_r.png,r,2,1b,43,1,43,,,,,0,9,9,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.84290572756436,None,space,0.6499320965958759,78.84290572756436,None,79.57686523126904,None,2,1,1.3011662615463138,79.57686523126904,None,80.91165237561799,None,None,80.91165237561799,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_79_colour1_distractors19_r.png,r,2,1a,79,1,19,,,,,0,10,10,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.91163727175444,None,space,0.7408970415708609,80.91163727175444,None,81.74566275888355,None,2,1,0.5803423200850375,81.74566275888355,None,82.36295457192463,None,None,82.36295457192463,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2a_trial_113_colour0_distractors0_l.png,l,1,2a,113,0,0,,,,,0,11,11,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.36303642718121,None,space,0.7611519001075067,82.36303642718121,None,83.2137862444506,None,1,1,0.5842395651852712,83.2137862444506,None,83.83105181776918,None,None,83.83105181776918,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_106_colour3_distractors1_l.png,l,1,1a,106,3,1,,,,,0,12,12,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.83115991280647,None,space,1.1578990652342327,83.83115991280647,None,85.08228918269742,None,1,1,0.571961275243666,85.08228918269742,None,85.69959795558825,None,None,85.69959795558825,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2a_trial_66_colour2_distractors31_l.png,l,1,2a,66,2,31,,,,,0,13,13,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.69966765097342,None,space,0.9049323718063533,85.69966765097342,None,86.7005322832265,None,1,1,0.633498323848471,86.7005322832265,None,87.36791420747758,None,None,87.36791420747758,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2b_trial_33_colour3_distractors19_l.png,l,1,2b,33,3,19,,,,,0,14,14,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.36791190347867,None,space,1.0683683474198915,87.36791190347867,None,88.53569728013827,None,1,1,0.6143119357293472,88.53569728013827,None,89.18643039356684,None,None,89.18643039356684,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2b_trial_34_colour3_distractors31_l.png,l,1,2b,34,3,31,,,,,0,15,15,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1864274496329,None,space,1.1698199184029363,89.1864274496329,None,90.45424776995787,None,1,1,0.5437426480348222,90.45424776995787,None,91.03813572230283,None,None,91.03813572230283,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1b_trial_59_colour1_distractors19_l.png,l,1,1b,59,1,19,,,,,0,16,16,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.03815101814689,None,space,1.9740907921805046,91.03815101814689,None,93.10686112253461,None,1,1,0.5792088903253898,93.10686112253461,None,93.72417469540378,None,None,93.72417469540378,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2b_trial_105_colour2_distractors43_l.png,l,1,2b,105,2,43,,,,,0,17,17,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.72425111068878,None,space,1.024229222908616,93.72425111068878,None,94.84190413652686,None,1,1,0.6761641815537587,94.84190413652686,None,95.55925265311961,None,None,95.55925265311961,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1b_trial_48_colour2_distractors31_r.png,r,2,1b,48,2,31,,,,,0,18,18,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.55932842841139,None,space,0.9973961833165959,95.55932842841139,None,96.64362783310935,None,2,1,0.6104578902595676,96.64362783310935,None,97.29440254615619,None,None,97.29440254615619,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2a_trial_100_colour2_distractors1_l.png,l,1,2a,100,2,1,,,,,0,19,19,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.29438488231972,None,space,0.9416722026071511,97.29438488231972,None,98.32865689526079,None,1,1,0.5253335330053233,98.32865689526079,None,98.89587587696732,None,None,98.89587587696732,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_71_colour3_distractors19_l.png,l,1,1a,71,3,19,,,,,0,20,20,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.89588573283982,None,space,0.9160986717324704,98.89588573283982,None,99.89682236447698,None,1,1,0.5732031841180287,99.89682236447698,None,100.51412281745579,None,None,100.51412281745579,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2a_trial_106_colour3_distractors1_l.png,l,1,2a,106,3,1,,,,,0,21,21,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.51421971258242,None,space,0.6986366201890633,100.51421971258242,None,101.29822548787342,None,1,1,0.5718255963874981,101.29822548787342,None,101.91551890092668,None,None,101.91551890092668,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_14_colour3_distractors9_r.png,r,2,1a,14,3,9,,,,,0,22,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9155972362496,None,space,0.8728596991859376,101.9155972362496,None,102.88314120704308,None,2,1,0.5788293736986816,102.88314120704308,None,103.50039654046995,None,None,103.50039654046995,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2a_trial_62_colour2_distractors1_l.png,l,1,2a,62,2,1,,,,,0,23,23,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.50049695553025,None,space,0.7757402493734844,103.50049695553025,None,104.36792150343535,None,1,1,0.5900523131713271,104.36792150343535,None,105.00200068609556,None,None,105.00200068609556,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_16_colour3_distractors31_r.png,r,2,1a,16,3,31,,,,,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.00199262215756,None,space,0.8100474620005116,105.00199262215756,None,105.90273175149923,None,2,1,0.7992011591559276,105.90273175149923,None,106.73700498040998,None,None,106.73700498040998,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1b_trial_110_colour3_distractors31_l.png,l,1,1b,110,3,31,,,,,0,25,25,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.73701707634609,None,space,0.8833543251384981,106.73701707634609,None,107.70448552782182,None,1,1,1.6936385850422084,107.70448552782182,None,109.4396678045974,None,None,109.4396678045974,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2c_trial_30_colour3_distractors1_l.png,l,1,2c,30,3,1,,,,,0,26,26,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.43965526070679,None,space,0.700572922884021,109.43965526070679,None,110.22367543587461,None,1,1,0.8063025355222635,110.22367543587461,None,111.07463843523291,None,None,111.07463843523291,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2b_trial_102_colour2_distractors9_l.png,l,1,2b,102,2,9,,,,,0,27,27,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0746159714181,None,space,0.8260396386613138,111.0746159714181,None,111.99205255118432,None,1,1,0.7339723035693169,111.99205255118432,None,112.75952765860129,None,None,112.75952765860129,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_31_colour3_distractors4_l.png,l,1,1a,31,3,4,,,,,0,28,28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.75947607506532,None,space,0.8049246278824285,112.75947607506532,None,113.66039408289362,None,1,1,0.6175256669521332,113.66039408289362,None,114.31110639645485,None,None,114.31110639645485,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2b_trial_42_colour1_distractors31_r.png,r,2,2b,42,1,31,,,,,0,29,29,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.31111785239773,None,space,0.8048478285199963,114.31111785239773,None,115.21187170164194,None,2,1,0.7220639303559437,115.21187170164194,None,115.97942136835772,None,None,115.97942136835772,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1a_trial_6_colour2_distractors1_r.png,r,2,1a,6,2,1,,,,,0,30,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.9793825847446,None,space,0.6566373165114783,115.9793825847446,None,116.74672994931461,None,2,1,0.6992916543385945,116.74672994931461,None,117.48082295580534,None,None,117.48082295580534,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1b_trial_84_colour2_distractors9_r.png,r,2,1b,84,2,9,,,,,0,31,31,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.48090961104026,None,space,0.6278372546075843,117.48090961104026,None,118.19817582436372,None,2,1,0.8397195161087438,118.19817582436372,None,119.08234972613863,None,None,119.08234972613863,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2c_trial_12_colour3_distractors1_r.png,r,2,2c,12,3,1,,,,,0,32,32,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.08245654118946,None,space,0.5462840652908199,119.08245654118946,None,119.71632478170795,None,2,1,0.569605776341632,119.71632478170795,None,120.33359323502518,None,None,120.33359323502518,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2b_trial_9_colour2_distractors19_r.png,r,2,2b,9,2,19,,,,,0,33,33,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.33369141013827,None,space,0.7345614183577709,120.33369141013827,None,121.16774153703591,None,2,1,0.6861823318176903,121.16774153703591,None,121.90188254313543,None,None,121.90188254313543,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp2b_trial_30_colour3_distractors1_l.png,l,1,2b,30,3,1,,,,,0,34,34,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.90187063923804,None,space,0.6231569765368477,121.90187063923804,None,122.61914229247486,None,1,1,0.6508728881599382,122.61914229247486,None,123.30325366687029,None,None,123.30325366687029,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
Images/exp1b_trial_53_colour3_distractors19_r.png,r,2,1b,53,3,19,,,,,0,35,35,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.30329424247611,None,space,0.6770672134589404,123.30329424247611,None,124.07059328746982,None,2,1,1.6553195683518425,124.07059328746982,None,125.77234322382137,None,None,125.77234322382137,None,,,001,2021_Jan_05_1650,searchDisc3,2020.2.2,59.917171245894544,
