ImageFile,targ_side,correctAnswer,n,image.started_raw,image.stopped_raw,key_resp_4.corr_mean,key_resp_4.corr_raw,key_resp_4.corr_std,key_resp_4.keys_raw,key_resp_4.rt_mean,key_resp_4.rt_raw,key_resp_4.rt_std,key_resp_4.started_raw,key_resp_4.stopped_raw,key_resp_7.keys_raw,key_resp_7.rt_mean,key_resp_7.rt_raw,key_resp_7.rt_std,key_resp_7.started_raw,key_resp_7.stopped_raw,text_4.started_raw,text_4.stopped_raw,order
images/exp1b_trial_32_colour1_distractors1_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,287.0
images/exp1b_trial_33_colour1_distractors4_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,71.0
images/exp1b_trial_34_colour1_distractors9_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,76.0
images/exp1b_trial_35_colour1_distractors19_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,460.0
images/exp1b_trial_36_colour1_distractors31_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,319.0
images/exp1b_trial_37_colour2_distractors1_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,114.0
images/exp1b_trial_38_colour2_distractors4_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,88.0
images/exp1b_trial_39_colour2_distractors9_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,51.0
images/exp1b_trial_40_colour2_distractors19_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,110.0
images/exp1b_trial_41_colour2_distractors31_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,412.0
images/exp1b_trial_42_colour3_distractors1_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,372.0
images/exp1b_trial_43_colour3_distractors4_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,226.0
images/exp1b_trial_44_colour3_distractors9_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,46.0
images/exp1b_trial_45_colour3_distractors19_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,359.0
images/exp1b_trial_46_colour3_distractors31_r.png,r,2,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,37.0
images/exp1b_trial_47_colour1_distractors1_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,50.0
images/exp1b_trial_48_colour1_distractors4_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,202.0
images/exp1b_trial_49_colour1_distractors9_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,234.0
images/exp1b_trial_50_colour1_distractors19_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,235.0
images/exp1b_trial_51_colour1_distractors31_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,417.0
images/exp1b_trial_52_colour2_distractors1_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,375.0
images/exp1b_trial_53_colour2_distractors4_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,294.0
images/exp1b_trial_54_colour2_distractors9_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,118.0
images/exp1b_trial_55_colour2_distractors19_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,33.0
images/exp1b_trial_56_colour2_distractors31_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,219.0
images/exp1b_trial_57_colour3_distractors1_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,330.0
images/exp1b_trial_58_colour3_distractors4_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,466.0
images/exp1b_trial_59_colour3_distractors9_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,53.0
images/exp1b_trial_60_colour3_distractors19_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,317.0
images/exp1b_trial_61_colour3_distractors31_l.png,l,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,474.0
images/exp1b_trial_62_colour0_distractors0_r.png,r,1,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,426.0
