ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,key_resp_7.rt,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.349834368855227,None,space,0.2988531898590736,9.317645413684659,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
,,,,,,,,,,,,,,,,,9.634432271705009,None,space,1.341382252110634,10.618963550892659,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
images/exp1a_trial_22_colour2_distractors9_l.png,l,1,0,0,0,22,,,,,,,,,,,,,,,,,9.634432271705009,None,9.634432271705009,None,12.136876739212312,None,1,1,0.8635443786624819,12.136876739212312,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
images/exp2c_trial_56_colour2_distractors31_l.png,l,1,0,1,1,440,,,,,,,,,,,,,,,,,,,,,13.121136979782023,None,1,1,0.8634384591714479,13.121136979782023,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
images/exp2b_trial_83_colour1_distractors31_l.png,l,1,0,2,2,371,,,,,,,,,,,,,,,,,,,,,14.1388082493213,None,1,1,0.8295701526221819,14.1388082493213,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
images/exp2a_trial_93_colour3_distractors31_l.png,l,1,0,3,3,285,,,,,,,,,,,,,,,,,,,,,15.106427615100984,None,1,1,0.8220940308528952,15.106427615100984,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
images/exp2b_trial_12_colour3_distractors9_r.png,r,2,0,4,4,300,,,,,,,,,,,,,,,,,,,,,16.07425177982077,None,2,1,0.9740660527604632,16.07425177982077,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
images/exp2c_trial_68_colour1_distractors31_r.png,r,2,0,5,5,452,,,,,,,,,,,,,,,,,,,,,17.17515814321814,None,2,1,0.6972383501706645,17.17515814321814,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
images/exp2c_trial_38_colour2_distractors4_r.png,r,2,0,6,6,422,,,,,,,,,,,,,,,,,,,,,17.992808036855422,None,2,1,0.8475118207279593,17.992808036855422,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
images/exp2c_trial_34_colour1_distractors9_r.png,r,2,0,7,7,418,,,,,,,,,,,,,,,,,,,,,18.960339723038487,None,2,1,0.6724784768885002,18.960339723038487,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_14_1430,searchDisc2,2020.2.2,59.90614432902178,
