text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.467192167998292,None,space,0.716788970050402,13.422265678003896,None,2,001,2020_Oct_13_1416,searchDisc,2020.2.2,59.86265183498916,
