text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.541373548156116,None,space,1.800040703790728,15.49636769859353,None,1,001,2020_Oct_13_1404,searchDisc,2020.2.2,59.88410331398502,
