ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,14.073998021136504,None,space,0.5481155936722644,19.028924331942108,None,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,0,0,3,,,,,,,,,,,19.71282899036305,None,1,0,1.2806385631556623,19.71282899036305,None,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_4_colour1_distractors31_r.png,r,2,0,1,1,4,,,,,,,,,,,21.097471180954017,None,2,1,0.4236515909433365,21.097471180954017,None,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,0,2,2,1,,,,,,,,,,,21.63134716753848,None,1,0,0.2897540364647284,21.63134716753848,None,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,0,3,3,2,,,,,,,,,,,22.03175599745009,None,2,1,0.2574076420860365,22.03175599745009,None,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,0,4,4,0,,,,,,,,,,,22.39892435754882,None,1,0,0.3305960673606023,22.39892435754882,None,,,,,,,,,,,,,,,,,,,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
,,,,,,,,,,,,,,,,,,,,,,,,22.749273283756338,None,space,1.3836380357970484,27.7377338228398,None,,,,,,,,,,,,,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_24_colour2_distractors31_l.png,l,1,,,,,0,0,0,24,,,,,,,,,,,,,,,,,,,,29.238825977256056,None,1,1,0.35439690545899794,29.238825977256056,None,None,None,None,None,None,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,29.756089568836614,None,2,1,0.21301778935594484,29.756089568836614,None,None,None,None,None,None,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_59_colour3_distractors9_l.png,l,1,,,,,0,2,2,59,,,,,,,,,,,,,,,,,,,,30.089747380523477,None,1,1,0.19934105937136337,30.089747380523477,None,None,None,None,None,None,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_0_colour1_distractors1_r.png,r,2,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,30.406701597734354,None,2,1,0.22642956068739295,30.406701597734354,None,None,None,None,None,None,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_37_colour2_distractors1_r.png,r,2,,,,,0,4,4,37,,,,,,,,,,,,,,,,,,,,30.757048283936456,None,1,0,0.2600431485916488,30.757048283936456,None,None,None,None,None,None,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_22_colour2_distractors9_l.png,l,1,,,,,0,5,5,22,,,,,,,,,,,,,,,,,,,,31.140873198746704,None,2,0,0.2443405090016313,31.140873198746704,None,None,None,None,None,None,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,,,,,0,6,6,14,,,,,,,,,,,,,,,,,,,,31.50774460035609,None,1,0,0.2454333034111187,31.50774460035609,None,None,None,None,None,None,,2,001,2020_Oct_13_1302,searchDisc,2020.2.2,59.79301200757201,
