ImageFile,targ_side,correctAnswer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/exp1a_trial_87_colour2_distractors19_l.png,l,1,0,0,0,87,10.011624800041318,None,1,2.471192999975756,10.011624800041318,None,12.51474810007494,None,space,1.5920502999797463,12.51474810007494,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,0,1,1,11,14.170742700109258,None,2,0.807987300097011,14.170742700109258,None,15.008872000034899,None,space,1.3939623000333086,15.008872000034899,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,2,2,3,16.470594500075094,None,2,2.940400799969211,16.470594500075094,None,19.442035200074315,None,space,1.8647496999474242,19.442035200074315,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_37_colour2_distractors1_r.png,r,2,0,3,3,37,21.370342700043693,None,2,0.8165610999567434,21.370342700043693,None,22.208434400032274,None,space,0.9221444999566302,22.208434400032274,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_7_colour2_distractors9_r.png,r,2,0,4,4,7,23.20816260005813,None,2,0.6504850999917835,23.20816260005813,None,23.874954400002025,None,space,0.8159254000056535,23.874954400002025,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_76_colour3_distractors9_r.png,r,2,0,5,5,76,24.752607600064948,None,1,0.6742400999646634,24.752607600064948,None,25.457689700066112,None,space,0.7451607999391854,25.457689700066112,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_42_colour3_distractors1_r.png,r,2,0,6,6,42,26.266060700058006,None,2,0.6966048000613227,26.266060700058006,None,26.991046800045297,None,space,0.6195971999550238,26.991046800045297,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_40_colour2_distractors19_r.png,r,2,0,7,7,40,27.687020000070333,None,2,1.499881500029005,27.687020000070333,None,29.207646700087935,None,space,0.8112249000696465,29.207646700087935,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_27_colour3_distractors9_l.png,l,1,0,8,8,27,30.071530800079927,None,2,0.675265199970454,30.071530800079927,None,30.77388760005124,None,space,0.7166557000018656,30.77388760005124,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,0,9,9,18,31.53725720010698,None,2,0.7055239999899641,31.53725720010698,None,32.273517600027844,None,space,0.6651656000176445,32.273517600027844,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_63_colour0_distractors0_l.png,l,1,0,10,10,63,33.000168700004,None,2,0.6671992000192404,33.000168700004,None,33.690554000088014,None,space,0.5684054000303149,33.690554000088014,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_55_colour2_distractors19_l.png,l,1,0,11,11,55,34.34241080004722,None,2,0.5084900000365451,34.34241080004722,None,34.87366280006245,None,space,0.5132397999987006,34.87366280006245,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_94_colour0_distractors0_r.png,r,2,0,12,12,94,35.44763840001542,None,2,0.5231067000422627,35.44763840001542,None,35.989968400099315,None,space,0.4929302000673488,35.989968400099315,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_41_colour2_distractors31_r.png,r,2,0,13,13,41,36.57347960001789,None,2,0.41355850000400096,36.57347960001789,None,37.0067626000382,None,space,0.4279992999508977,37.0067626000382,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_24_colour2_distractors31_l.png,l,1,0,14,14,24,37.500468100071885,None,2,0.42224179999902844,37.500468100071885,None,37.939391100080684,None,space,0.4233068999601528,37.939391100080684,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_21_colour2_distractors4_l.png,l,1,0,15,15,21,38.43222700001206,None,2,0.39444429997820407,38.43222700001206,None,38.855436700046994,None,space,0.37938399997074157,38.855436700046994,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_35_colour1_distractors19_r.png,r,2,0,16,16,35,39.29679060005583,None,2,0.3780564999906346,39.29679060005583,None,39.705841300077736,None,space,0.4089599000290036,39.705841300077736,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_62_colour0_distractors0_r.png,r,2,0,17,17,62,40.19945580000058,None,2,0.39528930000960827,40.19945580000058,None,40.622948400094174,None,space,0.403905599960126,40.622948400094174,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,0,18,18,2,41.10044170008041,None,2,0.3822077999357134,41.10044170008041,None,41.50510530010797,None,space,0.3774433999788016,41.50510530010797,None,2,001,2020_Oct_08_1356,searchDisc,2020.2.4,59.977280628604895,
