text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.289769716386218,None,space,0.1263427131343633,13.244976025715005,None,2,001,2020_Oct_13_1413,searchDisc,2020.2.2,59.9118868334068,
