ImageFile,targ_side,correctAnswer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
images/exp1a_trial_10_colour3_distractors1_r.png,r,2,0,0,0,10,8.868362299981527,None,2,1,2.2180703999474645,8.868362299981527,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_77_colour3_distractors19_r.png,r,2,0,1,1,77,11.175187099957839,None,2,1,1.0710695999441668,11.175187099957839,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_37_colour2_distractors1_r.png,r,2,0,2,2,37,12.3069158999715,None,2,1,1.1715486999601126,12.3069158999715,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_87_colour2_distractors19_l.png,l,1,0,3,3,87,13.54848569992464,None,1,1,0.9700422000605613,13.54848569992464,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_80_colour1_distractors4_l.png,l,1,0,4,4,80,14.587445699959062,None,1,1,0.9949924999382347,14.587445699959062,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_40_colour2_distractors19_r.png,r,2,0,5,5,40,15.64075389993377,None,2,1,1.1256598000181839,15.64075389993377,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_66_colour1_distractors9_r.png,r,2,0,6,6,66,16.833095699897967,None,2,1,0.9654006999917328,16.833095699897967,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_17_colour1_distractors9_l.png,l,1,0,7,7,17,17.869015599950217,None,1,1,0.7214745000237599,17.869015599950217,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_79_colour1_distractors1_l.png,l,1,0,8,8,79,18.667567999917082,None,1,1,0.8429044000804424,18.667567999917082,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_89_colour3_distractors1_l.png,l,1,0,9,9,89,19.582953399978578,None,1,1,0.9673931000288576,19.582953399978578,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_46_colour3_distractors31_r.png,r,2,0,10,10,46,20.612471199943684,None,2,1,0.8660959999542683,20.612471199943684,None,21.51103289995808,None,space,21.51103289995808,None,3.335162900038995,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_18_colour1_distractors19_l.png,l,1,0,11,11,18,24.90408629993908,None,1,1,0.7903705999488011,24.90408629993908,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_52_colour2_distractors1_l.png,l,1,0,12,12,52,25.766466600005515,None,1,1,0.8639679999323562,25.766466600005515,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_57_colour3_distractors1_l.png,l,1,0,13,13,57,26.699743999983184,None,1,1,0.8267372999107465,26.699743999983184,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_50_colour1_distractors19_l.png,l,1,0,14,14,50,27.60198879998643,None,1,1,0.9485255999024957,27.60198879998643,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_19_colour1_distractors31_l.png,l,1,0,15,15,19,28.621121099917218,None,1,1,1.1135145000880584,28.621121099917218,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_59_colour3_distractors9_l.png,l,1,0,16,16,59,29.794973099953495,None,1,1,0.9080561000155285,29.794973099953495,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_31_colour0_distractors0_l.png,l,1,0,17,17,31,30.7689614999108,None,1,1,0.813557600020431,30.7689614999108,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_94_colour0_distractors0_r.png,r,2,0,18,18,94,31.64913409994915,None,2,1,0.8535153999691829,31.64913409994915,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_9_colour2_distractors31_r.png,r,2,0,19,19,9,32.561752300010994,None,2,1,0.9886738000204787,32.561752300010994,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_88_colour2_distractors31_l.png,l,1,0,20,20,88,33.61746059998404,None,1,1,0.7810016999719664,33.61746059998404,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_26_colour3_distractors4_l.png,l,1,0,21,21,26,34.466681299963966,None,1,1,0.8036573000717908,34.466681299963966,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_91_colour3_distractors9_l.png,l,1,0,22,22,91,35.326223099953495,None,1,1,0.9684601000044495,35.326223099953495,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_61_colour3_distractors31_l.png,l,1,0,23,23,61,36.368993799900636,None,1,1,0.8215028000995517,36.368993799900636,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_54_colour2_distractors9_l.png,l,1,0,24,24,54,37.260336000006646,None,1,1,1.4499535999493673,37.260336000006646,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_1_colour1_distractors4_r.png,r,2,0,25,25,1,38.77763059991412,None,2,1,0.6929199000587687,38.77763059991412,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_48_colour1_distractors4_l.png,l,1,0,26,26,48,39.532660899916664,None,1,1,0.6737899999134243,39.532660899916664,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_20_colour2_distractors1_l.png,l,1,0,27,27,20,40.28972319990862,None,1,1,0.8048047000775114,40.28972319990862,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_74_colour3_distractors1_r.png,r,2,0,28,28,74,41.165556699968874,None,2,1,0.9127325000008568,41.165556699968874,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_58_colour3_distractors4_l.png,l,1,0,29,29,58,42.14642159990035,None,1,1,0.5960053000599146,42.14642159990035,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_49_colour1_distractors9_l.png,l,1,0,30,30,49,42.81127919990104,None,1,1,0.9312442000955343,42.81127919990104,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_13_colour3_distractors19_r.png,r,2,0,31,31,13,43.822293899953365,None,2,1,1.1120184999890625,43.822293899953365,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
